StableId,SourceId,SourceObjectId,TransformId,ParentObjectId,ParentStableId,HierarchyPath,OriginalName,NormalizedName,SemanticCategory,LocalPositionX,LocalPositionY,LocalPositionZ,LocalRotationX,LocalRotationY,LocalRotationZ,LocalRotationW,LocalScaleX,LocalScaleY,LocalScaleZ,SourcePositionX,SourcePositionY,SourcePositionZ,SourceRotationX,SourceRotationY,SourceRotationZ,SourceRotationW,SourceScaleX,SourceScaleY,SourceScaleZ,ConvertedPositionX,ConvertedPositionY,ConvertedPositionZ,SourceBoundsMinX,SourceBoundsMinY,SourceBoundsMinZ,SourceBoundsMaxX,SourceBoundsMaxY,SourceBoundsMaxZ,ConvertedBoundsMinX,ConvertedBoundsMinY,ConvertedBoundsMinZ,ConvertedBoundsMaxX,ConvertedBoundsMaxY,ConvertedBoundsMaxZ,MeshGuid,MeshName,MeshAssetPath,MaterialGuids,ColliderIds,StaticFlags,Active,CellId,InteriorExterior,LandmarkTag,ReplacementStatus,TransferStatus,SourceSha256,HasGeometry,ReferenceWorldEligible,ComponentClassIds
1fb540178fd637dc22336e6ade9621af,msc-donor-level2-39e5c8f3,42,36087,33811,bc32273317e4a157b07e48bf9e047087,REPAIRSHOP/LOD/Garbage/SVOBODA 1/seats,seats,seats,BuildingExterior,-5.9103593E-05,0.23995502,-7.791165E-05,-2.7939674E-08,0.7071062,0.7071075,4.023313E-07,1,1,1,1568.6138,4.992225,722.61456,-0.5661503,0.41216466,0.39047566,0.5975976,1.0000004,1.0000004,1.0000001,1738.5938,6.603225,-318.01044,1568.6138,4.992225,722.61456,1568.6138,4.992225,722.61456,1738.5938,6.603225,-318.01044,1738.5938,6.603225,-318.01044,a7cb070b49a4b7f41abf584480006353,Combined Mesh (root: scene) 14,Mesh/Combined Mesh (root_ scene) 14.asset,62ea84d96e2a78f4a83cb96577125278,,4294967295,1,cell_3_-1,Exterior,RepairWorkshop,DonorReference,ExtractedBoundsNeedsReview,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,1,4;23;33
d47341220f984499ad82c3735852e763,msc-donor-level2-39e5c8f3,45,36090,27940,f80584d250a145d699bed49390ec3655,STORE/LOD/PRODUCTS/Spray11/1/cap,cap,cap,BuildingExterior,0,0,0,0,0,0,1,1,1,1,-1551.0823,5.5669975,1180.4951,-0.62882245,-0.32339278,-0.3233924,0.62882185,1.0000004,1.0000001,1.0000002,-1381.1023,7.1779976,139.87012,-1551.0823,5.5669975,1180.4951,-1551.0823,5.5669975,1180.4951,-1381.1023,7.1779976,139.87012,-1381.1023,7.1779976,139.87012,adda240458961f94fb196c3a1ab84139,Combined Mesh (root: scene) 8,Mesh/Combined Mesh (root_ scene) 8.asset,29f141555dcbafc4bbaa79d3f2f80a0d,,4294967295,1,cell_-3_0,Exterior,TownService,DonorReference,ExtractedBoundsNeedsReview,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,1,4;23;33
47ee919c861ae83708a62c37bc420c5b,msc-donor-level2-39e5c8f3,46,36091,19927,88075225be1a7e6cfec537c2b88603f6,JOBS/Mummola/ChurchGrandma/GrannyHiker/Char/RagDollCar/pelvis/spine_mid/shoulders(xxxxx)/head/hat_granny,hat_granny,hat-granny,InteractivePropCandidate,-0.2159,0,-0,-0.5000001,-0.5,0.5,0.49999994,1,1,1,453.1625,4.339036,-1338.625,-0.46599358,-0.44283777,-0.5318366,0.5512663,1.0000001,1.0000001,1,623.1425,5.950036,-2379.25,453.07056,4.286217,-1338.743,453.25787,4.4231753,-1338.5106,623.05054,5.8972173,-2379.3682,623.23785,6.0341754,-2379.1357,d47e8bb0d4ffb1b4b82f9a9faa5a1a0d,granny_hat,Mesh/granny_hat.asset,74a60f37d44f7af4fa9d203429c9ea8b,,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;33
f3c19f44d2c287bd45d6780a7d73eae8,msc-donor-level2-39e5c8f3,48,36093,31454,b0a2ed49eba51be4f4fc57d50a3e8701,RYKIPOHJA/BuildingsLOD/Graindryer/atlas_buildings,atlas_buildings,atlas-buildings,BuildingExterior,0,0,0,0,0,0,1,1,1,1,-1304.09,4.030024,-625.72394,-2.9802317E-08,0.90127903,8.940696E-08,0.4332391,1.3000002,1.3000001,1.3000002,-1134.11,5.641024,-1666.3489,-1304.09,4.030024,-625.72394,-1304.09,4.030024,-625.72394,-1134.11,5.641024,-1666.3489,-1134.11,5.641024,-1666.3489,deb86cb7823284643bb94aab291cb5ef,Combined Mesh (root: scene) 9,Mesh/Combined Mesh (root_ scene) 9.asset,bb3e90d2fd6671b43baec5392c41df2c,,4294967295,1,cell_-3_-4,Exterior,,DonorReference,ExtractedBoundsNeedsReview,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,1,4;23;33
e9f06822309f0cfbd57d087068a1833f,msc-donor-level2-39e5c8f3,50,36095,20245,1071ddcf1a24ffb2f34f34e3e4e0385b,Systems/OptionsMenu/DEBUG/Icons/IconGears/GUIAssignGear,GUIAssignGear,guiassigngear,InteractivePropCandidate,-0.898,0.472,-0.03,0,0,0,1,1,1,1,8.6276,36.971016,-1.1171628,0,0,0,1,1.25,1.25,1,178.60759,38.582016,-1041.7422,8.6276,36.971016,-1.1171628,8.6276,36.971016,-1.1171628,178.60759,38.582016,-1041.7422,178.60759,38.582016,-1041.7422,,,,e573da185fe29584cbf93c682c5aa930,,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;102;114
bb8350ed1c1c5a3a68532f5142964e37,msc-donor-level2-39e5c8f3,73,36117,15702,4e5cf18ab966d0f1aca743300a554809,YARD/Building/BEDROOM1/COMPUTER/SYSTEM/RAMI-WorldsMan/WorldsMan-News-Happening/WorldsMan-News-Happening51-text,WorldsMan-News-Happening51-text,worldsman-news-happening51-text,BuildingInterior,4.59,0.2,-1,0.7071068,0,0,0.7071068,0.05,0.06,0,5.0899987,-72.759995,-0.99999267,-0.7071066,-6.592178E-08,1.323822E-08,0.70710707,0.050000012,-0.060000006,0,175.06999,-71.148994,-1041.625,5.0899987,-72.759995,-0.99999267,5.0899987,-72.759995,-0.99999267,175.06999,-71.148994,-1041.625,175.06999,-71.148994,-1041.625,,,,0000000000000000e000000000000000,,0,0,excluded,Interior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;102
e1d948a1d8d30243faafd2dda5e96dc6,msc-donor-level2-39e5c8f3,75,36119,14883,ff14a2c89c0c72b0ce683139f5127696,CARPARTS/PartsMotor/timing chain(Clone),timing chain(Clone),timing-chain-clone,InteractivePropCandidate,0.45412445,0.25634998,-13.647544,0.50309336,-0.49688748,0.49688742,-0.50309336,1,1,1,-15.776772,-0.036651194,-2.2736425,-0.50309336,0.49688748,-0.49688742,0.5030932,1.0000001,1.0000001,1.0000001,154.20322,1.5743487,-1042.8987,-15.872979,-0.041276604,-2.3376825,-15.721861,-0.032632403,-2.1881495,154.10701,1.5697234,-1042.9626,154.25813,1.5783676,-1042.8131,a5a7be697e83be744a496eb0080c0e37,motor_timing_chain,Mesh/motor_timing_chain.asset,ad2f7b6e8cc080845a7a7fd4264fbb83,92808,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;33;54;65;114
cd50943449537b6b357c66d589734e8d,msc-donor-level2-39e5c8f3,80,36124,9181,c4ccbfb9f34e402829828b2c6ea1c3f0,Sheets/ServiceBrochure/PageTirejob/x 2,x 2,x-2,InteractivePropCandidate,-0.09,0.176,-0.003,0,0,0,1,0.04,0.04,0.04,-2.188029,6.6998544,6.51788,-2.9547357E-07,1,6.0469657E-15,-4.371139E-08,0.04,0.04,0.04,167.79196,8.310854,-1034.1072,-2.188029,6.6998544,6.51788,-2.188029,6.6998544,6.51788,167.79196,8.310854,-1034.1072,167.79196,8.310854,-1034.1072,0000000000000000e000000000000000,,,1365f5837af5d3e4c9aff55dfc1fb1d3,,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;33
718d196e7c447e0471a18dd6c30c7443,msc-donor-level2-39e5c8f3,84,36128,32480,9c88c287a45c52e91f6ac6b345b20e10,ITEMS/car jack(itemx),car jack(itemx),car-jack-itemx,ColliderOnly,-2.5079994,-0.528,-12.813,0,-0.6363992,0,0.77135986,1,1,1,-18.738895,-0.528,-1.4390984,0,-0.6363992,0,0.77135986,0.99999994,1,0.99999994,151.2411,1.083,-1042.0641,-18.738895,-0.528,-1.4390984,-18.738895,-0.528,-1.4390984,151.2411,1.083,-1042.0641,151.2411,1.083,-1042.0641,,,,,92809;100444,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;54;65;114;114;136
79dfd8d42385d916f0c10b64d23f90c7,msc-donor-level2-39e5c8f3,89,36133,10920,e3e8cac5f54797505d950e6830db24ab,Sheets/ServiceBrochure/PageGearing/Buttons/2,2,2,ColliderOnly,-0.08999997,0.09999985,-0.005000123,2.9547357E-07,-1,-6.046964E-15,-4.371139E-08,1,1,1,-2.188029,6.623854,6.5198803,2.1175824E-21,0,-1.009742E-28,1,1,1,1,167.79196,8.234854,-1034.1051,-2.188029,6.623854,6.5198803,-2.188029,6.623854,6.5198803,167.79196,8.234854,-1034.1051,167.79196,8.234854,-1034.1051,,,,,98977,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;114;135
cd68382e2a67648dc68770d67110e64e,msc-donor-level2-39e5c8f3,92,36137,28079,7678ed337029a9328fa6457c7974f8d3,MAP/Buildings/BarnOld_junk/lato_door1,lato_door1,lato-door1,Door,3.231,1.048,-0.441,-0.70393205,0.06692973,-0.066929676,0.70393217,1,1,1,305.08856,0.4319703,-1235.3357,-0.12748182,0.68663174,0.71552706,-0.017501106,1.0000001,1.0000001,1,475.06854,2.0429702,-2275.9607,304.69992,-0.7024966,-1235.8992,305.46243,1.5608761,-1234.6749,474.67993,0.90850335,-2276.5242,475.44244,3.171876,-2275.2998,0eb4d0a4cf353594d80da35acc3e37d1,lato_door1,Mesh/lato_door1.asset,04ed28788404f884e94b12d39c7ca0d6,92810,0,1,cell_0_-5,Exterior,,DonorReference,Extracted,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,1,4;23;33;54;65;138
43f2eaeaf690fbf56e6beb9fb29819d7,msc-donor-level2-39e5c8f3,95,36140,15702,4e5cf18ab966d0f1aca743300a554809,YARD/Building/BEDROOM1/COMPUTER/SYSTEM/RAMI-WorldsMan/WorldsMan-News-Happening/WorldsMan-News-Happening44-text,WorldsMan-News-Happening44-text,worldsman-news-happening44-text,BuildingInterior,4.59,0.2,-1,0.7071068,0,0,0.7071068,0.05,0.06,0,5.0899987,-72.759995,-0.99999267,-0.7071066,-6.592178E-08,1.323822E-08,0.70710707,0.050000012,-0.060000006,0,175.06999,-71.148994,-1041.625,5.0899987,-72.759995,-0.99999267,5.0899987,-72.759995,-0.99999267,175.06999,-71.148994,-1041.625,175.06999,-71.148994,-1041.625,,,,0000000000000000e000000000000000,,0,0,excluded,Interior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;102
48ad5acc3dbda4327af21af96470c215,msc-donor-level2-39e5c8f3,99,36144,3735,a6ef3b7b4dcc345c6a45e0a700db4fec,PERAJARVI/CHURCH/LOD/Stones/StoneJokke/Quad 1,Quad 1,quad-1,BuildingExterior,-0.477,0.569,-0.134,0,0,-0.7071059,0.70710766,0.030802436,0.18072213,0.40218648,-1376.5287,4.3689995,1157.2432,0.44547376,-0.4454749,-0.5491374,0.5491388,0.030802434,0.18072215,0.40218657,-1206.5487,5.9799995,116.618164,-1376.5287,4.3689995,1157.2432,-1376.5287,4.3689995,1157.2432,-1206.5487,5.9799995,116.618164,-1206.5487,5.9799995,116.618164,0000000000000000e000000000000000,,,8ca5405bbae56964088a1b1b65ced72e,,0,1,cell_-3_0,Exterior,Church,DonorReference,Extracted,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,1,4;23;33
69a34ac7177a123c1e2dbaab2e7f3f32,msc-donor-level2-39e5c8f3,103,36148,7156,d2db5e4c523c5d38ce53f3ab21344456,RCO_RUSCKO12(270)/WaspHive/Destroy/WaspHiveTrigger,WaspHiveTrigger,wasphivetrigger,ColliderOnly,0.47524482,0.29030013,0.66372156,0,0,0,1,1,1,1,-170.42352,-2.7366996,1041.2778,-1.5782246E-07,-0.59261316,2.1451424E-07,0.8054872,1,1,1,-0.44352722,-1.1256996,0.65283203,-170.42352,-2.7366996,1041.2778,-170.42352,-2.7366996,1041.2778,-0.44352722,-1.1256996,0.65283203,-0.44352722,-1.1256996,0.65283203,,,,,98978,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;114;135
ee3123afb604e32b931267d7d704ebc2,msc-donor-level2-39e5c8f3,107,36152,18856,a785da5554e50a1d0da3efd48c584fdc,Systems/OptionsMenu/VehicleControls/Page2/Buttons/ClutchSensitivity/Btn_ClutchSensitivity/Slider 1/GUISliderBG,GUISliderBG,guisliderbg,InteractivePropCandidate,0.5,-0,0,0,0,0,1,1,0.3,1,9.9801,43.018517,-1.0971628,0,0,0,1,1,0.3,1,179.9601,44.629517,-1041.7222,9.9801,43.018517,-1.0971628,9.9801,43.018517,-1.0971628,179.9601,44.629517,-1041.7222,179.9601,44.629517,-1041.7222,0000000000000000e000000000000000,,,5481b7387c733314396f66259fd01099,,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;33
bb97635a5cbce57ed098a5e4d820931e,msc-donor-level2-39e5c8f3,108,36153,16195,cafbc80fb7aced7cbb0edc1adf1df37e,GIFU(750/450psi)/Colliders/Cabin/Seats,Seats,seats,ColliderOnly,0,0,-0,-0.7071068,0,0,0.7071067,1,1,1,-1527.35,5.3180003,1324.63,-0.3916624,0.58872795,0.58872795,0.39166224,1.0000005,1.0000001,1.0000001,-1357.37,6.9290004,284.005,-1527.35,5.3180003,1324.63,-1527.35,5.3180003,1324.63,-1357.37,6.9290004,284.005,-1357.37,6.9290004,284.005,,,,,91772,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;64
ada543147bba986b6e15c5c8fa7e3f51,msc-donor-level2-39e5c8f3,110,36155,7362,eb55dc2e5f87262e9ed7bdf47bd00b5b,MAP/HouseOld5/wall,wall,wall,StaticProp,0,0,0,-0.7071069,1.4901159E-08,1.4901159E-08,0.70710677,1,1,1,-595.73,8.06,1259.68,-0.6751771,0.21008581,0.21008587,0.67517686,1,1.0000001,1.0000001,-425.75,9.6710005,219.05505,-595.73,8.06,1259.68,-595.73,8.06,1259.68,-425.75,9.6710005,219.05505,-425.75,9.6710005,219.05505,aaed5451b51c5884aae1b7d0b759a718,Combined Mesh (root: scene) 4,Mesh/Combined Mesh (root_ scene) 4.asset,722dd654cbe291b4a9b9d8bdcaf41db3,92811,4294967295,1,cell_-1_0,Exterior,,DonorReference,ExtractedBoundsNeedsReview,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,1,4;23;33;65
c006f436e417e8fd0da48af1004e6fae,msc-donor-level2-39e5c8f3,111,36156,17129,2bd58eddaaa6572d69a45c723cf73eb0,YARD/Building/BEDROOM1/COMPUTER/SYSTEM/RAMI-PasiInvaders/PasitOhi/Pasi-ohi06,Pasi-ohi06,pasi-ohi06,BuildingInterior,0,0.22999999,-0.24,0,-0.7071068,0,0.7071068,0.4,1,0.17,8.23,-72.509995,-4.499992,-2.5480135E-08,1,2.8199253E-07,1.7136331E-07,0.8000004,1.0000001,0.6800001,178.20999,-70.898994,-1045.125,8.23,-72.509995,-4.499992,8.23,-72.509995,-4.499992,178.20999,-70.898994,-1045.125,178.20999,-70.898994,-1045.125,0000000000000000e000000000000000,,,bbaf20ad47452024f8ce8ac168ea324a,,0,0,excluded,Interior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;33
13aa5df3e9264fa9e1ff8ac8392d6fe3,msc-donor-level2-39e5c8f3,112,36157,19068,b04502747be92c6827a657689fcd53c1,GIFU(750/450psi)/LOD/Dashboard/Indicators/truck_dash_glowplug,truck_dash_glowplug,truck-dash-glowplug,InteractivePropCandidate,-3.4029982,0.6850047,-1.8280001,-2.9802322E-08,2.9802322E-08,0.70710635,0.7071073,1,1,1,-1527.35,5.3180013,1324.63,-0.39166215,0.58872813,0.5887281,0.3916622,1,1,1,-1357.37,6.9290013,284.005,-1523.8904,7.1149945,1324.1431,-1523.8689,7.1358957,1324.1675,-1353.9104,8.725994,283.51807,-1353.8889,8.746896,283.54248,085c5920c9a277245a1d0af4560979f3,truck_dash_airpressure,Mesh/truck_dash_airpressure.asset,09c16be9f93d71146a026d7d6578b0ee,,0,0,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;33
