SourceObjectId,StableId,MeshGuid,SubMeshIndices
1764,daded72d66865dbe3b9731b98ac3c41d,66d43b09152d4884c853d2a846b27c11,215
1778,780a7fc1a0e5184a5084e454e445d975,ca253820b91d15442b2e5f464a584cfd,60
1794,436f82c2510bdacc36cf8d5775ac0dde,6cc499f220f49dc44b33548b003b1457,27
1796,4ff683647fab1799f2e06422181f8a19,043fd1f61638693418bfd34969693b6d,41
1834,d710f6b6245f0ec0fabc939583d01a02,66d43b09152d4884c853d2a846b27c11,237
1912,a64195a7b2a91c7c1c973f708ac617ac,aaed5451b51c5884aae1b7d0b759a718,36
1920,745101ab731c38172e545e079dedf516,95df965a97ac4314c94592df23deea94,103
1931,2b56b08f11122b11622bcd3ddee11c25,6cc499f220f49dc44b33548b003b1457,14;15
1937,37543899c9eae2a3e63e8abc8a1ef0c1,deb86cb7823284643bb94aab291cb5ef,74
1951,6b5705eaff8aefcf01c49022279f2417,deb86cb7823284643bb94aab291cb5ef,51
1958,06fa085986013e1ece07757e445691fc,66d43b09152d4884c853d2a846b27c11,55
1972,59be8f2e37d6d0e62fbdfec0aec537b9,66d43b09152d4884c853d2a846b27c11,238
1991,db88acab0c6736061d56168d955d41a2,95df965a97ac4314c94592df23deea94,70
2024,f4d5556d51150c55ece0651e1ae103e6,deb86cb7823284643bb94aab291cb5ef,35
2116,c3272981cc791907637026f8e100bebe,a7cb070b49a4b7f41abf584480006353,119
2143,2d9aaa58f124d884277250fb1f146967,95df965a97ac4314c94592df23deea94,74
2174,b97f3ab62fe90ac52acb6e090f1edb12,95df965a97ac4314c94592df23deea94,77
2188,e4b0c0d6f666e57089e70fcad000197d,6cc499f220f49dc44b33548b003b1457,66
2208,1996ea684fa53c270f76a303fb8c8b64,95df965a97ac4314c94592df23deea94,200
2227,2ace701e2dd34c0acde8757f78654845,a7cb070b49a4b7f41abf584480006353,114
2231,395cc513abe50f2d33cb3db87f0d9af2,043fd1f61638693418bfd34969693b6d,73
2234,8bc197e0c80e711f6868da9880339db5,deb86cb7823284643bb94aab291cb5ef,9
2237,436db21fec700190fbfd4af89086d230,66d43b09152d4884c853d2a846b27c11,351
2243,74dbb709e77979a63a1900b17ec15701,922135cc8cab2184d8139d2e28ae5293,54
2266,7204e842682099ff6a1b81082c90b61a,95df965a97ac4314c94592df23deea94,212
2279,2d06a196608445c7e2d07b8449488147,a7cb070b49a4b7f41abf584480006353,56
2282,e08fbc98d52f9db22692e11ead669a0b,66d43b09152d4884c853d2a846b27c11,396;397
2328,f3d124aff4cf5a168233d604efcacee9,95df965a97ac4314c94592df23deea94,250
2332,0793507bde88f344136b4a71ff5b5fc7,66d43b09152d4884c853d2a846b27c11,39
2373,b0b4c21fecc6e38f583075b193c4ece6,da5556c75d8da57479bba403afaac84e,104
2385,44ddc5a23525264e2335275645ab6031,da5556c75d8da57479bba403afaac84e,33
2416,f103d65326e4271dc2b0ad8b80f2c698,95df965a97ac4314c94592df23deea94,48
2434,ef902dda3c2de8e99bc463224d73d5c7,95df965a97ac4314c94592df23deea94,46
2444,96670a6226e53433617ae290ae7975c2,ca253820b91d15442b2e5f464a584cfd,3
2470,dbae0d96cd809c439219c9d93f19e3ec,adda240458961f94fb196c3a1ab84139,174
2496,c4093b8908479fc649f6440cdca389e1,043fd1f61638693418bfd34969693b6d,51
2501,d31386986989a29eba17ec2cfbfa734b,6cc499f220f49dc44b33548b003b1457,0
2513,50c88510787bf323f3ffaa4babde704b,95df965a97ac4314c94592df23deea94,11
2545,908fbb8c4eb6ac9aa6429c47216cd1df,adda240458961f94fb196c3a1ab84139,190
2551,f8ddaedcd18151c4b2a6482efdca09f6,95df965a97ac4314c94592df23deea94,248
2553,ef7741198894f7ed8d40d861f8fd20fe,adda240458961f94fb196c3a1ab84139,34
2578,d08f263dd40fac3adafee29bac111035,adda240458961f94fb196c3a1ab84139,158
2590,f85dad6d3e93a9f424384703ace678d9,66d43b09152d4884c853d2a846b27c11,128
2605,e46aef7fb9d7b727810b8515622974d3,d20ce86ce58c597468f6618f51f7e1c9,77
2617,d0cdd91074628f9fefbfced519cb67be,98bae769cdfd5484f9f976ca5697b099,1;2;3
2631,2c875c89359f711b408df1998884432e,922135cc8cab2184d8139d2e28ae5293,29
2642,309ab8d85d09080fbf0fbd9b68b378e9,adda240458961f94fb196c3a1ab84139,134
2672,62bb5afc22720cbd89b9b3203a87d250,a7cb070b49a4b7f41abf584480006353,40
2677,c6189efd286c923116a9fd48ec1de3a4,95df965a97ac4314c94592df23deea94,231
2742,f36fc128465a1a559ea9cd2545200ac9,66d43b09152d4884c853d2a846b27c11,313
2769,da3e85390d94889709137d34c7e9a572,a7cb070b49a4b7f41abf584480006353,163
2813,ef097bbb73b22f92a2f1f349649505f1,66d43b09152d4884c853d2a846b27c11,163
2821,63820138a3f76f1413526f28ca2a8b40,aaed5451b51c5884aae1b7d0b759a718,57
2830,ecb55a77796f1fd9d045f6a9ad81041a,da5556c75d8da57479bba403afaac84e,72
2864,367815eaa6f21bf32055addc720c0c04,98bae769cdfd5484f9f976ca5697b099,20
2870,113e97d8e2a623862a5981c2289a418c,66d43b09152d4884c853d2a846b27c11,141
2894,030ceb817c0409507bbdfec6160bb4ad,adda240458961f94fb196c3a1ab84139,123
2902,14ff7272bbd849bb22bbd9f2d4f7dcb6,adda240458961f94fb196c3a1ab84139,113
2913,14eeef8fad8d8ccee6fc38410748a7b2,95df965a97ac4314c94592df23deea94,33
2924,faa6fc0b0c2b79b0be896777a14fb086,d20ce86ce58c597468f6618f51f7e1c9,39
2996,a7292934ed70861c018b0e75df0561c2,66d43b09152d4884c853d2a846b27c11,258
3001,db7fa53fd6c151a147e1123ae7ef225b,922135cc8cab2184d8139d2e28ae5293,14
3017,e1e873a2f9eb45a7cef042b86af83461,98bae769cdfd5484f9f976ca5697b099,0
3021,c2a20f2c874463784f039187a72b20ca,a7cb070b49a4b7f41abf584480006353,141
3029,81644b5e9ac079fb17665c0d97a897ea,adda240458961f94fb196c3a1ab84139,69
3035,6984eb52df89054881924dbd342e9cfb,deb86cb7823284643bb94aab291cb5ef,26
3036,5ce3d5eaac2ef08c92a2033c7691107c,deb86cb7823284643bb94aab291cb5ef,8
3068,26515d1fbff4e868f04d75aec3494ee6,922135cc8cab2184d8139d2e28ae5293,38
3078,61e373bdbb2e3edc0cb4ea108df902ff,95df965a97ac4314c94592df23deea94,259
3099,64d5c10d8d67f2d047a49ecd302d7fc7,adda240458961f94fb196c3a1ab84139,124
3104,48449a10308a3cf1b62e92abb3dc47ee,d20ce86ce58c597468f6618f51f7e1c9,32
3176,bb296bb5f81d19bb8a4e24b9fc712d94,95df965a97ac4314c94592df23deea94,29
3191,4e6f3effda338590d2ef82f6b4192348,adda240458961f94fb196c3a1ab84139,122
3197,07f88cbe2e9d9bc14bd37b922627cc9c,d20ce86ce58c597468f6618f51f7e1c9,57
3224,36f07d90bb311a1c704b2ca83323cf7c,95df965a97ac4314c94592df23deea94,57
3226,5d5c60122352e3992d2c91e9774db60f,95df965a97ac4314c94592df23deea94,172
3243,6c77b1a2ca31e79ce767dc04584ec677,922135cc8cab2184d8139d2e28ae5293,90
3273,38f547477bf6c6e69ea47c4ea93a479a,95df965a97ac4314c94592df23deea94,110
3303,5c1523a2296bbd35270250afebd96d6c,adda240458961f94fb196c3a1ab84139,187
3314,0e443691bbdc755becb19a783be02075,ca253820b91d15442b2e5f464a584cfd,0
3345,ce89dd72b0b991d326c2828b98d75030,66d43b09152d4884c853d2a846b27c11,443
3367,458dc5a50e4ab4a9dca3f5445fc1dc80,66d43b09152d4884c853d2a846b27c11,395
3383,8c65bc3a590558f663a35b0de56c25ad,95df965a97ac4314c94592df23deea94,159
3416,a630124257d802555353fe0b93b38a1e,66d43b09152d4884c853d2a846b27c11,306
3425,2ef0227af9cce41ee035f23923fe258d,deb86cb7823284643bb94aab291cb5ef,49
3463,97ccec4aeeb345073626ed27341f7116,95df965a97ac4314c94592df23deea94,9
3478,955c924423eb767f622bd89b84c5c62c,ca253820b91d15442b2e5f464a584cfd,122
3484,bf08d3c1e9d4c1c4dd64162646644057,adda240458961f94fb196c3a1ab84139,75
3513,6187d2d59e0c4c895be73a6beafea92f,66d43b09152d4884c853d2a846b27c11,0
3526,38dea3ee81e1f075fe6b638f83713dd7,95df965a97ac4314c94592df23deea94,56
3545,c5298ae4e084d674280599b11f11dc9f,95df965a97ac4314c94592df23deea94,210
3546,8c792412ebb8059ad23e4ffa06b878ce,d20ce86ce58c597468f6618f51f7e1c9,46
3573,006422df8f701646ab7a38e113a32c16,043fd1f61638693418bfd34969693b6d,116
3581,9cf01d8cdc5ea676aa2ad4ce75d110f7,66d43b09152d4884c853d2a846b27c11,428
3602,06371747042e3e6fb7cf20a6f71022cc,adda240458961f94fb196c3a1ab84139,125
3620,5eb7789491aa3d33cfbaefb8cd6a39f3,66d43b09152d4884c853d2a846b27c11,158
3659,10c1377b0b3d9ebd96acc8d48a766ba9,95df965a97ac4314c94592df23deea94,142
3668,35956d74bbb34a190d7bea49aa335fa6,66d43b09152d4884c853d2a846b27c11,264
3675,057d1ca3dc608287e37d7d425c9db5b3,043fd1f61638693418bfd34969693b6d,24
3699,ef5b2a4173042a62ffe7b9d157075084,66d43b09152d4884c853d2a846b27c11,162
3706,d99a91eee5db3743f0a9e94e20b93cb0,a7cb070b49a4b7f41abf584480006353,106
3715,6cf7fbfc78954b7290ecbf2cc93f7958,66d43b09152d4884c853d2a846b27c11,151
3737,6f2b7851a19666cb5c1ea874d840e76b,aaed5451b51c5884aae1b7d0b759a718,33
3771,9ec83842777419160157482cbe6fe2c0,66d43b09152d4884c853d2a846b27c11,231
3818,03eec525c3a8a652156c73c9f7d23c83,66d43b09152d4884c853d2a846b27c11,343
3840,a759c13e70778f28f96f3d1984197b46,66d43b09152d4884c853d2a846b27c11,340
3843,416f3b572a6bc98743822c4cd8ed702e,66d43b09152d4884c853d2a846b27c11,185
3848,08df1d04e1da098ee182ac1abc8c23b9,66d43b09152d4884c853d2a846b27c11,118
3864,e968c2cf2581845c5c3de910c96a05df,66d43b09152d4884c853d2a846b27c11,192
3875,772e741083cc07fbd63d4e0399785f76,922135cc8cab2184d8139d2e28ae5293,60
3883,34469ecb33e019d9add19d17f81e7d34,d20ce86ce58c597468f6618f51f7e1c9,55
3888,26d33d768633df84d7f46e07a851f804,6cc499f220f49dc44b33548b003b1457,23
3913,c41f0a59eca669d182bb20d2d94f0a6c,d20ce86ce58c597468f6618f51f7e1c9,53
3930,f48337d489bbf0a878c9dceec1a4f779,a7cb070b49a4b7f41abf584480006353,130
3939,771e166d651f0d0acfa0bd41c4f81bda,95df965a97ac4314c94592df23deea94,36
3955,e7c6e9883c5a8792898746477607d10a,adda240458961f94fb196c3a1ab84139,182
3970,9ea7ecf66fe10e4de56bb7181f378689,95df965a97ac4314c94592df23deea94,241
3974,7a4f21a69aad8ab11a160f34398fb980,d20ce86ce58c597468f6618f51f7e1c9,113
4000,caf24a8f32e52737a8817e5d615ec906,66d43b09152d4884c853d2a846b27c11,120
4006,b37a9b71f27bd3680f5044715a5112a9,deb86cb7823284643bb94aab291cb5ef,59
4011,7e357b9c21824a192709c7698f23bb6d,66d43b09152d4884c853d2a846b27c11,236
4060,fa31025922bd1df4d653de50c6c06997,043fd1f61638693418bfd34969693b6d,21
4087,9e8e8b404ed8f71d3b8435df1965955a,043fd1f61638693418bfd34969693b6d,11
4102,48581f1f03055bfb9b4331253d2a5533,95df965a97ac4314c94592df23deea94,173
4110,335ba34b09cf4036ddaf9d1f26315009,ca253820b91d15442b2e5f464a584cfd,39
4123,5c614a0c05d91df4bc610fc65cf79952,aaed5451b51c5884aae1b7d0b759a718,13
4167,a521a3835f239d2afe7e3afb49cace04,922135cc8cab2184d8139d2e28ae5293,12
4169,20b94503abb28f5b1d40f4817cbb5245,a7cb070b49a4b7f41abf584480006353,31
4218,85eb154d657ff37d80c7c14141b51ff2,95df965a97ac4314c94592df23deea94,4
4225,66905c85f0abc4280863a0b75a697409,043fd1f61638693418bfd34969693b6d,85
4242,0cb163a3651b034989adb765a3ec831a,043fd1f61638693418bfd34969693b6d,38
4252,a073adef6cc015e304c55c93f221cc17,66d43b09152d4884c853d2a846b27c11,359
4265,0764a2b332fe55327e85010221bdbb57,ca253820b91d15442b2e5f464a584cfd,29
4272,bfe85452c43c35c61e899f7d4fca7fb5,043fd1f61638693418bfd34969693b6d,33
4297,a9f1d0c724c1a804b9364a613fdfc764,95df965a97ac4314c94592df23deea94,240
4323,6e971474d25efcaac90741632654f866,da5556c75d8da57479bba403afaac84e,73
4328,f0900bb45b87f03cdeaf9037f18bac73,66d43b09152d4884c853d2a846b27c11,449
4359,e03082486dcc0abfb1421d3a613bcfaa,95df965a97ac4314c94592df23deea94,219
4377,199feda0fab15b3df016e4537b72e973,a7cb070b49a4b7f41abf584480006353,117
4419,b357a1b0f70bccf451a8632eab1eb302,66d43b09152d4884c853d2a846b27c11,327
4441,d006f28c75be45b415eaebdcc4c90823,66d43b09152d4884c853d2a846b27c11,229
4465,1eb591fa3a99616689ab32d3d0a1e381,922135cc8cab2184d8139d2e28ae5293,37
4473,11bdedc2424f0be3b5605604f147f975,deb86cb7823284643bb94aab291cb5ef,60
4474,d1690d3f8424bde9f36958055f0da00d,deb86cb7823284643bb94aab291cb5ef,65
4499,076507f98579f454ff4337932ddea0d1,a7cb070b49a4b7f41abf584480006353,155
4509,8048cc276f6d692387a1ff36cf1c4f01,a7cb070b49a4b7f41abf584480006353,47
4521,a80c4ec6b4fb037c6aca479f7c25ec86,66d43b09152d4884c853d2a846b27c11,458
4544,7d5c510780491a56817754d5e0ccfa06,98bae769cdfd5484f9f976ca5697b099,6
4551,a0e3e2b6a8b448bcf7b1576c390e764b,66d43b09152d4884c853d2a846b27c11,173
4568,aeaf2f20387257a418ce754041bd63f6,66d43b09152d4884c853d2a846b27c11,307
4579,0cf8a5d4088e30d66f44066f8caa099d,a7cb070b49a4b7f41abf584480006353,2
4583,34af48b43192cab001dd72a26faf9eea,66d43b09152d4884c853d2a846b27c11,174
4586,20ede77911663bced8b8b9e2f4a32539,66d43b09152d4884c853d2a846b27c11,177
4589,4441972214ce0fd6e38c4e1f41c948a3,66d43b09152d4884c853d2a846b27c11,259
4625,eb698794a6d2d674cbfffb8f7b449da4,66d43b09152d4884c853d2a846b27c11,445
4658,a073f81d9d81f330894351773a2ca0eb,ca253820b91d15442b2e5f464a584cfd,50
4736,f686a80898f455bdfd343584a43bb99f,adda240458961f94fb196c3a1ab84139,165
4773,88ef05343e3cbf26edb609d11a7063a9,aaed5451b51c5884aae1b7d0b759a718,21
4779,ee248c053ecc9d8b7c756876ebbc3b30,aaed5451b51c5884aae1b7d0b759a718,27
4817,ddb3e161ba726e2fd2b5f2c20e1a1e9a,a7cb070b49a4b7f41abf584480006353,64
4841,01f2fa14a51c9ac735f1be19e32b7112,66d43b09152d4884c853d2a846b27c11,246
4888,ea082aaa6b794ee516320d96b71ea56e,95df965a97ac4314c94592df23deea94,143
4893,f92e4f443b72cf7d0a34a28bae3ecb69,da5556c75d8da57479bba403afaac84e,110
4922,e8055707c648a5528d451c4a90279501,95df965a97ac4314c94592df23deea94,8
4943,e3c7a109c8a30cf0fed27567558d8782,a7cb070b49a4b7f41abf584480006353,5
4972,cd60e93e587663eb3ba5c56d43bd0c94,ca253820b91d15442b2e5f464a584cfd,90
4981,9cddeecf05bb1bc5a6544a2f021913ba,66d43b09152d4884c853d2a846b27c11,26
4997,31e95872050208bd5abff6da8e55522e,66d43b09152d4884c853d2a846b27c11,453
5043,134a11c11f002a5d341c69b77fa4dd1a,da5556c75d8da57479bba403afaac84e,14
5047,d462179e8bf2d13df6e2970cfac718be,d20ce86ce58c597468f6618f51f7e1c9,10
5083,a395df7a0051ad0498744486dcb8a04e,a7cb070b49a4b7f41abf584480006353,120
5110,a51705a581bbfae9b295b8c2d4d7a45e,66d43b09152d4884c853d2a846b27c11,344
5153,aab445ab1fa956dc87b7bf351d8cd205,adda240458961f94fb196c3a1ab84139,215
5175,bb880ab5af9b93611b676c19a1519ece,adda240458961f94fb196c3a1ab84139,148
5176,425f0bb6cf71004b649f8f33fc073b92,d20ce86ce58c597468f6618f51f7e1c9,5
5186,44779c4c4e4cb4dabce3dbc5e862e68c,043fd1f61638693418bfd34969693b6d,126
5187,1c8071d38b88a4c51c4210662ff9d748,da5556c75d8da57479bba403afaac84e,83
5200,267e96b48784295c387beab452e248a4,66d43b09152d4884c853d2a846b27c11,190
5282,9294c3d96215542ceec2e3ffb79f020a,66d43b09152d4884c853d2a846b27c11,40
5290,52da5d2e3aab4bd2e809fea7849291c4,a7cb070b49a4b7f41abf584480006353,36
5311,e4223a105bda458cf965e3e6c41a7ac9,95df965a97ac4314c94592df23deea94,145
5331,3ee92c97c7c56f4df12a9d93224206ca,95df965a97ac4314c94592df23deea94,40
5337,851a83397c2c04e850a5d99dab2ad521,ca253820b91d15442b2e5f464a584cfd,109
5356,0febad716220cb1dc91e777f8d7df721,deb86cb7823284643bb94aab291cb5ef,46
5394,fb10dd9bf096dddfca5cad2ed6ace213,a7cb070b49a4b7f41abf584480006353,113
5410,545fb7c59d403ebe110928f3cb1f47f2,95df965a97ac4314c94592df23deea94,155
5418,502c5dd942c7fcaed7877838df68bc87,922135cc8cab2184d8139d2e28ae5293,58
5434,d4448e408f81a05f84210d300939eef9,d20ce86ce58c597468f6618f51f7e1c9,88
5464,34eac393a3900f1da29d5ee209c66941,66d43b09152d4884c853d2a846b27c11,9
5470,708c15dff494ddafa92e7b0e44d9f537,d20ce86ce58c597468f6618f51f7e1c9,87
5488,bfad4f9ae3e5eab3d27aa462dafba1c3,95df965a97ac4314c94592df23deea94,208
5540,1aa391f6ae504b9b7cff57d3b27bbd03,95df965a97ac4314c94592df23deea94,214
5556,f1e27006f20416da7e7bb0e5cf501a25,66d43b09152d4884c853d2a846b27c11,15
5562,ae270fb74498e0ce24d2bf13c376ccbe,66d43b09152d4884c853d2a846b27c11,404
5571,b368d150345d9da49c84f53b62044384,d20ce86ce58c597468f6618f51f7e1c9,84
5579,15d0fbc17cf04626df54c72976c5ddef,adda240458961f94fb196c3a1ab84139,80
5582,125f0d1f1acc0f09286e3f89ab15a2dd,ca253820b91d15442b2e5f464a584cfd,80
5603,bf8b7318a0b59ce44d86aaaaf87734df,922135cc8cab2184d8139d2e28ae5293,56
5609,026e8a71587ed4fa396a6840acdb4eb3,66d43b09152d4884c853d2a846b27c11,302
5620,61c847a3090b460625728e17691ac55f,95df965a97ac4314c94592df23deea94,222
5644,8b9d6187517e7976053089bbe5a0a94b,922135cc8cab2184d8139d2e28ae5293,71
5667,ea6d046fbf56abd80120a480ede030ce,adda240458961f94fb196c3a1ab84139,6
5673,e6670d0b2aed341ef086d3e9097eaf9a,66d43b09152d4884c853d2a846b27c11,91
5718,68a02180cfefcc0ece2fa058bb342402,d20ce86ce58c597468f6618f51f7e1c9,111
5728,9cf2eccabdf2571ea8a7376ac726ffcd,a7cb070b49a4b7f41abf584480006353,17
5747,3bb4ff0a80753e54e684d5d0e9ab6758,66d43b09152d4884c853d2a846b27c11,325
5771,8dbd782d530fa2935cacd7c1b2d1b644,6cc499f220f49dc44b33548b003b1457,63
5784,ad6efe21f5eb0f68287898d10e969dfa,66d43b09152d4884c853d2a846b27c11,5
5803,0c5d200c7e7bdd606de1b7377d26774f,95df965a97ac4314c94592df23deea94,108
5820,ea30a9ad532b3c7a19ed942002f23e33,adda240458961f94fb196c3a1ab84139,25
5855,8d052a4dd4660563145234f28ef22bce,6cc499f220f49dc44b33548b003b1457,44
5870,d7ddd6406cc58a123057294a708ba55f,66d43b09152d4884c853d2a846b27c11,254
5873,6b9c9f0c2908574ee4fb1ddf049fae5d,deb86cb7823284643bb94aab291cb5ef,14
5896,770b22bf8eb3d0bfeacfede083978dca,043fd1f61638693418bfd34969693b6d,125
5948,4ab4e9c3bfd75fb604f9c50bb2159698,66d43b09152d4884c853d2a846b27c11,3
5968,41a092610f29170e5bc361be6e0d1dec,98bae769cdfd5484f9f976ca5697b099,16
5975,50d1042205d6ac39f808b55da06f6a0a,66d43b09152d4884c853d2a846b27c11,103
5981,8ef9adc763030af4c1b7b3bd886c411d,d20ce86ce58c597468f6618f51f7e1c9,15
5997,a77a5a9810e1d77232873e9a1354201e,d20ce86ce58c597468f6618f51f7e1c9,20
6006,ab9791423918c2258c01836a942c0542,ca253820b91d15442b2e5f464a584cfd,75
6009,fa9c7bf5c07423e2c84a749642cdf085,a7cb070b49a4b7f41abf584480006353,142
6023,c288ba9d5b56963f6e9a847af6b33a9e,95df965a97ac4314c94592df23deea94,79
6037,21d25d6271112686e091664ca746ba92,a7cb070b49a4b7f41abf584480006353,27
6039,33d73f9d6be7c4fdab834dd606d58874,66d43b09152d4884c853d2a846b27c11,424
6050,dc6da849e99f17bfeaa9d1ddacfc902f,adda240458961f94fb196c3a1ab84139,62
6084,2aa056f5a18395a374a3daff63c0a51b,66d43b09152d4884c853d2a846b27c11,357
