AssetPath,Scene,PrefabGuid,HierarchyPath,WorldPosition,LocalPosition,InferredType,ExistingLight,ExistingEmissiveRenderer,ExistingSwitch,InferredCircuit,Classification,Confidence,LightPlacementApplied,ManualReviewRequired,ManualReviewReason
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingExterior · Cube · REPAIRSHOP / office lamp 3 [21580]","1723.301;9.216;-303.012","1723.301;9.216;-303.012","FleetariWorkshop","False","False","False","grid.fleetari.workshop","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/UtilityPole · lightpole · MAP / LOD [10179]","-1532.62;10.061;-59.625","-1532.62;10.061;-59.625","DomesticIncandescent","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingExterior · office lamp 10 · INSPECTION / LOD [9425]","-1357.219;7.421;222.315","-1357.219;7.421;222.315","ExteriorBuilding","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingExterior · office lamp 5 · STORE / Lamps [6564]","-1377.667;7.777;142.529","-1377.667;7.777;142.529","ExteriorBuilding","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingExterior · slot machine lights · STORE / slot machine 1 [5952]","-1378.712;5.756;138.965","-1378.712;5.756;138.965","ExteriorBuilding","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/UtilityPole · lightpole 1 · LANDFILL [35498]","-606.45;18.601;-1687.515","-606.45;18.601;-1687.515","DomesticIncandescent","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingInterior · light switch button · YARD / light switch [5324]","158.889;2.444;-1032.006","158.889;2.444;-1032.006","DomesticIncandescent","False","False","True","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingExterior · Cube 1 · STORE / Lamps [17563]","-1378.825;7.826;141.788","-1378.825;7.826;141.788","ExteriorBuilding","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingExterior · light switch · YARD / switch hallway [5797]","158.434;2.457;-1029.977","158.434;2.457;-1029.977","ExteriorBuilding","False","False","True","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingExterior · light switch · YARD / switch entry [29638]","157.553;2.457;-1035.576","157.553;2.457;-1035.576","ExteriorBuilding","False","False","True","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingExterior · 3 · STORE / Lightbulb [29562]","-1381.48;7.059;140.53","-1381.48;7.059;140.53","ExteriorBuilding","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.37","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingInterior · lamp hallway · YARD / LOD livingroom [5186]","160.024;3.566;-1030.609","160.024;3.566;-1030.609","DomesticIncandescent","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingInterior · toilet lamp 4 · YARD / BEDROOM2 [9337]","166.311;3.659;-1027.859","166.311;3.659;-1027.859","DomesticIncandescent","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingExterior · Cube 3 · STORE / Lamps [32877]","-1379.696;7.826;143.15","-1379.696;7.826;143.15","ExteriorBuilding","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingExterior · glass · YARD / light bulb [23200]","200.138;3.804;-1080.72","200.138;3.804;-1080.72","ExteriorBuilding","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.37","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingInterior · toilet lamp 3 · YARD / LOD livingroom [23962]","162.11;3.659;-1028.962","162.11;3.659;-1028.962","DomesticIncandescent","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingExterior · light switch button · YARD / light switch [8649]","155.078;2.455;-1033.571","155.078;2.455;-1033.571","ExteriorBuilding","False","False","True","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingExterior · office lamp 2 · YARD / LOD [7065]","153.376;3.347;-1036.337","153.376;3.347;-1036.337","ExteriorBuilding","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingExterior · office lamp 8 · STORE / Lamps [14721]","-1376.808;7.777;141.187","-1376.808;7.777;141.187","ExteriorBuilding","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/UtilityPole · lightpole · MAP / LOD [6153]","-1377.33;8.031;116.465","-1377.33;8.031;116.465","DomesticIncandescent","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingExterior · office lamp 14 · WATERFACILITY / LOD [6436]","-1349.453;9.542;303.136","-1349.453;9.542;303.136","ExteriorBuilding","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingInterior · light switch · YARD / switch bedroomParents [25085]","165.779;2.457;-1029.734","165.779;2.457;-1029.734","DomesticIncandescent","False","False","True","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingExterior · light switch button · YARD / light switch [33097]","162.315;2.457;-1029.734","162.315;2.457;-1029.734","ExteriorBuilding","False","False","True","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/UtilityPole · lightpole · MAP / LOD [3036]","-1491.81;6.291;-1569.655","-1491.81;6.291;-1569.655","DomesticIncandescent","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingInterior · light switch button · YARD / light switch [22359]","159.433;2.457;-1029.734","159.433;2.457;-1029.734","DomesticIncandescent","False","False","True","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingExterior · office lamp 11 · INSPECTION / LOD [666]","-1358.92;7.421;221.491","-1358.92;7.421;221.491","ExteriorBuilding","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingExterior · light switch · YARD / switch wc [32774]","162.315;2.457;-1029.734","162.315;2.457;-1029.734","ExteriorBuilding","False","False","True","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingExterior · toilet lamp 1 · YARD / LOD sauna [16283]","156.927;1.626;-1043.254","156.927;1.626;-1043.254","ExteriorBuilding","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingExterior · lamp cord 1 · JAIL / LIGHT [34302]","-485.53;8.315;-2194.775","-485.53;8.315;-2194.775","ExteriorBuilding","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.37","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingInterior · light switch button · YARD / light switch [26317]","157.583;2.457;-1038.064","157.583;2.457;-1038.064","DomesticIncandescent","False","False","True","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingInterior · lamp paper · YARD / Lamp Paper [4023]","159.37;3.162;-1027.906","159.37;3.162;-1027.906","DomesticIncandescent","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/InteractivePropCandidate · xmas lights(Clone) · MISC [8485]","151.194;3.08;-1042.995","151.194;3.08;-1042.995","DomesticIncandescent","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingExterior · light rails · INSPECTION / LOD [32354]","-1358.127;7.471;219.853","-1358.127;7.471;219.853","ExteriorBuilding","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingInterior · lamp hallway · YARD / LOD livingroom [5896]","157.862;3.475;-1030.608","157.862;3.475;-1030.608","DomesticIncandescent","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingInterior · kitchen lamp · YARD / LOD kitchen [31389]","159.948;3.25;-1034.593","159.948;3.25;-1034.593","DomesticIncandescent","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/UtilityPole · lightpole · MAP / LOD [11777]","-1451.94;8.131;-1519.855","-1451.94;8.131;-1519.855","DomesticIncandescent","False","False","False","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
"Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Scenes/World_DonorBaseline_Canonical.unity","World_DonorBaseline_Canonical","","DONOR_WORLD_BASELINE_TEMPORARY_DIRECT_IMPORT/SANITIZED_STATIC_RENDER_GEOMETRY/BuildingExterior · light switch button · YARD / light switch [35069]","158.434;2.457;-1029.977","158.434;2.457;-1029.977","ExteriorBuilding","False","False","True","grid.building.d733fc06","SemanticAndMaterialCandidate","0.31","False","True","No existing Light component; automatic placement would guess physical origin and aiming."
