RecordId,ScenePath,HierarchyPath,Category,GameObjectName,RendererType,MeshAssetName,AssetGuid,LocalFileId,InstanceId,VertexCount,TriangleCount,SubMeshCount,MaterialNames,LocalPosition,LocalRotation,LocalScale,WorldMatrix,WorldBounds,HasMeshCollider,MeshColliderEnabled,ActiveSelf,ActiveInHierarchy,NegativeWorldDeterminant,Layer,Tag,ProvenanceStableId,ProvenanceHierarchyPath,SemanticCategory,SharedMeshInstanceCount,ClassificationReason
"438fb762a8d81741","Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Streaming/Scenes/Cells/World_Cell_-1_-4_Legacy.unity","TEMPORARY_DIRECT_IMPORT_ENTITIES/BuildingExterior · GFX · LANDFILL / DisposalPit [26924]","Building","BuildingExterior · GFX · LANDFILL / DisposalPit [26924]","MeshRenderer","138aae8db35a519dcc6fd43f3bff64e2","3d78a25c31b509c4184ad3f0be562102","4300000","918304","27","42","1","M06B2_5c3c46f13bd5de54bae979b1ee3f87a7_LANDFILL_PILES","-509.347778;8.853231;-1767.9209","-0.702162445;0.08347478;0.0834745839;0.7021623","1;1;1","0.9721279;-0.234451115;2.5331974E-07;-509.347778;-2.90572643E-07;-2.38418579E-07;1.00000012;8.853231;-0.23445113;-0.972128;-2.38418579E-07;-1767.9209;0;0;0;1","-509.347717;8.853231;-1767.9209;13.5236645;1.13282251;11.8527822","False","False","True","True","False","Default","Untagged","138aae8db35a519dcc6fd43f3bff64e2","LANDFILL/DisposalPit/GFX","BuildingExterior","1","object name"
"ee072e7561d2e7b6","Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Streaming/Scenes/Cells/World_Cell_-1_-4_Legacy.unity","TEMPORARY_DIRECT_IMPORT_ENTITIES/BuildingExterior · JunkCar1 · REPAIRSHOP [19117]","Building","BuildingExterior · JunkCar1 · REPAIRSHOP [19117]","MeshRenderer","18d003709fa94ff4ab752446500a6908","48a72fcbede58514a87d4941082b7f68","4300000","918316","3471","3013","1","M06B2_d904cd5a6365e0f4b83cbc8447ce71e2_ATLAS_RUST","-240.045029;-2.24599981;-1686.45","-0.660434544;0.133751228;0.033165466;0.7381307","1;1;1","0.962021351;-0.225628763;0.153644532;-240.045029;-0.127706975;0.125452518;0.9838459;-2.24599981;-0.241259009;-0.9661022;0.0918736458;-1686.45;0;0;0;1","-240.045029;-2.24599981;-1686.45;1.59133685;1.13317943;1.99162984","False","False","True","True","False","Default","Untagged","75fab5283acabfebface24ccb24538b7","REPAIRSHOP/JunkCar1","BuildingExterior","1","object name"
"eb4a094f9e7d90b0","Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Streaming/Scenes/Cells/World_Cell_-1_-4_Legacy.unity","TEMPORARY_DIRECT_IMPORT_ENTITIES/InteractivePropCandidate · lippusiima · RALLY / Markings [16973]","Prop","InteractivePropCandidate · lippusiima · RALLY / Markings [16973]","MeshRenderer","0c388aec9a596c24b9a529cf2b8c8d2e","76472b10e2420644cafa92dc415f6e09","4300000","918284","168","124","2","M06B2_5867006cdfa8abe479a6039816b5e06b_lippusiima|M06B2_67c2ce469c249f045a1244c6584eec61_log","-108.87001;2.221;-1842.04492","-0.261591524;0.598335147;0.6569396;0.376822561","0.9999999;1;1","-0.5791492;-0.808138132;0.10723269;-108.87001;0.182060525;4.172325E-07;0.983287334;2.221;-0.7946319;0.588992953;0.147129834;-1842.04492;0;0;0;1","-111.80661;3.13351846;-1846.00317;6.05518961;3.191375;8.252317","False","False","False","False","False","Default","Untagged","6c1a167af117f6f6fe6520290b1bebb9","RALLY/Scenery/Markings/lippusiima","InteractivePropCandidate","43","semantic prop evidence"
"f42d31ddde771994","Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Streaming/Scenes/Cells/World_Cell_-1_-4_Legacy.unity","TEMPORARY_DIRECT_IMPORT_ENTITIES/InteractivePropCandidate · lippusiima · RALLY / Markings [31433]","Prop","InteractivePropCandidate · lippusiima · RALLY / Markings [31433]","MeshRenderer","0c388aec9a596c24b9a529cf2b8c8d2e","76472b10e2420644cafa92dc415f6e09","4300000","918348","168","124","2","M06B2_5867006cdfa8abe479a6039816b5e06b_lippusiima|M06B2_67c2ce469c249f045a1244c6584eec61_log","-114.621994;4.011;-1850.15991","-0.6235857;0.357834727;0.3333781;0.6098805","1;1;1","0.5216267;-0.8529228;0.0206932127;-114.621994;-0.039639622;-1.1920929E-07;0.999214053;4.011;-0.8522525;-0.522037;-0.0338096619;-1850.15991;0;0;0;1","-112.04319;3.81231952;-1854.45337;5.362095;1.78223658;8.667214","False","False","False","False","False","Default","Untagged","aaad325e07789babe2e3ead75d5e3418","RALLY/Scenery/Markings/lippusiima","InteractivePropCandidate","43","semantic prop evidence"
"7c550f578bcda293","Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Streaming/Scenes/Cells/World_Cell_-1_-4_Legacy.unity","TEMPORARY_DIRECT_IMPORT_ENTITIES/UtilityPole · lightpole 2 · LANDFILL [18008]","Utility","UtilityPole · lightpole 2 · LANDFILL [18008]","MeshRenderer","e4fc3a22439b2788e280404f1d96e3d6","87dd77488157f994992dc72351d5b4a0","4300000","918360","155","127","1","M06B2_bb3e90d2fd6671b43baec5392c41df2c_ATLAS_BUILDINGS","-499.657776;14.2332306;-1762.10083","-0.720555365;0.07526018;0.08702757;0.6837852","0.99999994;1.00000012;1.00000012","0.973524153;-0.227474615;-0.0224927757;-499.657776;0.0105580827;-0.05354763;0.998509765;14.2332306;-0.228339955;-0.9723109;-0.04972828;-1762.10083;0;0;0;1","-497.934937;14.381197;-1762.512;4.02401352;11.3000278;1.75080347","False","False","True","True","False","Default","Untagged","e4fc3a22439b2788e280404f1d96e3d6","LANDFILL/lightpole 2","UtilityPole","1","semantic utility evidence"
"f5f1858e41e87695","Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Streaming/Scenes/Cells/World_Cell_-1_-5_Legacy.unity","TEMPORARY_DIRECT_IMPORT_ENTITIES/BuildingExterior · Lens · JAIL / TVScreen [17241]","Building","BuildingExterior · Lens · JAIL / TVScreen [17241]","MeshRenderer","c2d7ee8fde3b30e49957c9eaad9103ca","d2d58cc030b889a44a89a9847fc8b405","4300000","918586","52","74","1","M06B2_e048441e87d388f4997f484769431607_tv_screenpattern","-486.399;6.637;-2192.822","0.400261343;0.582915962;0.582915843;-0.4002611","0.99999994;1;1","-0.359163731;0.9332745;1.78813934E-07;-486.399;3.87430163E-07;0;1;6.637;0.933274448;0.3591638;-3.57627869E-07;-2192.822;0;0;0;1","-486.336578;6.637;-2192.98413;0.3146131;0.256498039;0.153669775","False","False","False","False","False","Default","Untagged","76188950fd8a954e6a7eb1c59e7c3e1a","JAIL/TV/TVScreen/Lens","BuildingExterior","2","object name"
"350853cae967e7f9","Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Streaming/Scenes/Cells/World_Cell_-1_-5_Legacy.unity","TEMPORARY_DIRECT_IMPORT_ENTITIES/BuildingExterior · TVScreen · JAIL / TV [9754]","Building","BuildingExterior · TVScreen · JAIL / TV [9754]","MeshRenderer","c2d7ee8fde3b30e49957c9eaad9103ca","d2d58cc030b889a44a89a9847fc8b405","4300000","918480","52","74","1","M06B2_994acf10317bb234bad91a7ef9c14d17_tv_off","-486.399;6.637;-2192.822","0.400261343;0.582915962;0.582915843;-0.4002611","0.99999994;1;1","-0.359163731;0.9332745;1.78813934E-07;-486.399;3.87430163E-07;0;1;6.637;0.933274448;0.3591638;-3.57627869E-07;-2192.822;0;0;0;1","-486.336578;6.637;-2192.98413;0.3146131;0.256498039;0.153669775","False","False","False","False","False","Default","Untagged","4bd3cd08bbdab65df28ba2822f67c5fc","JAIL/TV/TVScreen","BuildingExterior","2","object name"
"f2881b6c82f7ef6c","Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Streaming/Scenes/Cells/World_Cell_-1_-5_Legacy.unity","TEMPORARY_DIRECT_IMPORT_ENTITIES/BuildingExterior · boybed cover · JAIL / jail bed [12569]","Building","BuildingExterior · boybed cover · JAIL / jail bed [12569]","MeshRenderer","327a5ac7ed7271d448d1e658d24762e9","f4922d0a2dfd08a4da098b68efe64fea","4300000","918456","103","118","1","M06B2_dc20af21fb1e49a4b968f8e60a6474ae_fabric_cotton","-484.698975;6.178;-2194.247","3.52597863E-06;0.70710665;0.707107;-4.038215E-06","1;1;1","-1.00000024;1.06973857E-05;-7.24409347E-07;-484.698975;-7.244148E-07;-5.96046448E-07;1.00000012;6.178;1.06973857E-05;1.00000012;3.57627869E-07;-2194.247;0;0;0;1","-484.77774;6.136428;-2193.70459;0.8494268;0.338430852;2.00090051","False","False","False","False","False","Default","Untagged","be7e31a4381e0cab8fb0fc1408016c4e","JAIL/MESh/jail_bed/boybed_cover","BuildingExterior","1","object name"
"31e9219061f0146f","Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Streaming/Scenes/Cells/World_Cell_-1_-5_Legacy.unity","TEMPORARY_DIRECT_IMPORT_ENTITIES/BuildingExterior · chair · JAIL / MESh [19137]","Building","BuildingExterior · chair · JAIL / MESh [19137]","MeshRenderer","8aac4c11919cfb4468b13ea2d0ba697f","27bfd13331c8dc54887a238c17166fa5","4300000","918562","304","164","1","M06B2_ade9647a931c6f649acc61a5286c9941_wood3","-486.330017;5.846;-2194.01514","0.02384514;0.7067045;0.706704736;-0.0238448679","1.00000012;1;1.00000012","-0.997725844;0.0674055;3.94880828E-07;-486.330017;3.725291E-07;-3.57627869E-07;1.00000012;5.846;0.06740551;0.9977256;2.98023252E-07;-2194.01514;0;0;0;1","-486.341949;6.06147432;-2194.0144;0.5397701;0.900948465;0.5158012","False","False","False","False","False","Default","Untagged","556f6daf3829d08da6931f916beb765b","JAIL/MESh/chair","BuildingExterior","3","object name"
"8c770f3d2af5b21a","Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Streaming/Scenes/Cells/World_Cell_-1_-5_Legacy.unity","TEMPORARY_DIRECT_IMPORT_ENTITIES/BuildingExterior · glass · JAIL / light bulb [33724]","Building","BuildingExterior · glass · JAIL / light bulb [33724]","MeshRenderer","c46c3b102c1ef7c4a90bac8d4289900b","20d6c278cd642664a80ffc6a56cb4088","4300000","918532","61","110","1","M06B2_f98a21a838696e240ad6a118008de65a_glass","-485.530029;8.21;-2194.775","-0.707106948;2.98023259E-08;-3.334099E-08;0.7071067","1;1.00000012;1.00000012","1;5.00441333E-09;8.929815E-08;-485.530029;-8.929814E-08;-4.768372E-07;1.00000024;8.21;5.00444131E-09;-1.00000024;-4.768372E-07;-2194.775;0;0;0;1","-485.530029;8.217656;-2194.775;0.0551380068;0.0732880458;0.0524400435","False","False","False","False","False","Default","Untagged","efb621bf1eae6692037c8d84050aae60","JAIL/MESh/LIGHT/light_bulb/glass","BuildingExterior","1","object name"
"60ce0c4641ac9a84","Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Streaming/Scenes/Cells/World_Cell_-1_-5_Legacy.unity","TEMPORARY_DIRECT_IMPORT_ENTITIES/BuildingExterior · jail bed matress · JAIL / jail bed [19395]","Building","BuildingExterior · jail bed matress · JAIL / jail bed [19395]","MeshRenderer","1930418c1ecee7b4f85bc46d0f91f246","5e5c5ccb4f786a04ea61e90f7dc44f6b","4300000","918838","184","248","1","M06B2_dc20af21fb1e49a4b968f8e60a6474ae_fabric_cotton","-484.812622;6.631653;-2193.75781","-0.7071069;0;0;0.707106769","1;0.99999994;0.99999994","1;0;0;-484.812622;0;-3.5762784E-07;1;6.631653;0;-1;-3.5762784E-07;-2193.75781;0;0;0;1","-484.8077;6.68787336;-2193.734;0.84634304;1.35826373;2.00878859","False","False","False","False","False","Default","Untagged","b85c1c2abc97c6f6ce47f75d3c472e6b","JAIL/MESh/jail_bed/jail_bed_matress","BuildingExterior","1","object name"
"b25afa81c8a54474","Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Streaming/Scenes/Cells/World_Cell_-1_-5_Legacy.unity","TEMPORARY_DIRECT_IMPORT_ENTITIES/BuildingExterior · jail bed · JAIL / jail bed [22457]","Building","BuildingExterior · jail bed · JAIL / jail bed [22457]","MeshRenderer","aaf63ea5e6fbc9e4f9b98e0dc503a96b","ecedc63828c13784c9bd30c4738cae71","4300000","918628","1499","904","1","M06B2_c34448a7491c8d047810e4e19aee2ab6_ATLAS_HOME","-484.812622;6.631653;-2193.75781","-0.7071069;0;0;0.707106769","1;0.99999994;0.99999994","1;0;0;-484.812622;0;-3.5762784E-07;1;6.631653;0;-1;-3.5762784E-07;-2193.75781;0;0;0;1","-484.812622;6.600309;-2193.73364;0.928662;1.98682666;2.10570765","False","False","False","False","False","Default","Untagged","8e3d98a02b2ec4881486a24eeaaea249","JAIL/MESh/jail_bed/jail_bed","BuildingExterior","1","object name"
"41503d2c22b20b48","Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Streaming/Scenes/Cells/World_Cell_-1_-5_Legacy.unity","TEMPORARY_DIRECT_IMPORT_ENTITIES/BuildingExterior · jail cell · JAIL / MESh [15560]","Building","BuildingExterior · jail cell · JAIL / MESh [15560]","MeshRenderer","04399a6113c3dc043842be37176fca3c","ddd5993d9b6ab064481986c05b41ac11","4300000","918754","254","194","1","M06B2_b18602f9c9c46684584e9e309e8699bb_jaillcell","-485.32;5.611;-2194.03516","-0.7071069;0;0;0.707106769","1;0.99999994;0.99999994","1;0;0;-485.32;0;-3.5762784E-07;1;5.611;0;-1;-3.5762784E-07;-2194.03516;0;0;0;1","-485.510132;7.277774;-2194.06274;2.380229;3.33354926;3.65940118","False","False","False","False","False","Default","Untagged","22ec4a9995ec4450a99e5b5c8b2c8bd8","JAIL/MESh/jail_cell","BuildingExterior","1","object name"
"71f4b9249cee9c73","Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Streaming/Scenes/Cells/World_Cell_-1_-5_Legacy.unity","TEMPORARY_DIRECT_IMPORT_ENTITIES/BuildingExterior · jail corridor · JAIL / MESh [31202]","Building","BuildingExterior · jail corridor · JAIL / MESh [31202]","MeshRenderer","1b1497084d06c6c47a4788aa228957f4","9e47c10137e5f364e8fba39cc9d525d4","4300000","918706","92","54","1","M06B2_8ca5405bbae56964088a1b1b65ced72e_wall_paint3","-485.32;5.611;-2194.03516","-0.7071069;0;0;0.707106769","1;0.99999994;0.99999994","1;0;0;-485.32;0;-3.5762784E-07;1;5.611;0;-1;-3.5762784E-07;-2194.03516;0;0;0;1","-486.050232;7.151409;-2197.17456;10.3089886;3.080821;2.57978749","False","False","False","False","False","Default","Untagged","ba6bc39ce4ccd7b73fd2d3862f9064e1","JAIL/MESh/jail_corridor","BuildingExterior","1","object name"
"b6718ab05ba993ed","Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Streaming/Scenes/Cells/World_Cell_-1_-5_Legacy.unity","TEMPORARY_DIRECT_IMPORT_ENTITIES/BuildingExterior · jail mask · JAIL / MESh [34784]","Building","BuildingExterior · jail mask · JAIL / MESh [34784]","MeshRenderer","7b313af6ac8cd97439932aeb76bb622c","070d683eb93ccba4b8841194b87fdc98","4300000","918610","28","18","1","M06B2_cda4faf48bb21e04a8ae79788b3e90ab_tunnel_info","-485.32;5.611;-2194.03516","-0.7071069;0;0;0.707106769","1;0.99999994;0.99999994","1;0;0;-485.32;0;-3.5762784E-07;1;5.611;0;-1;-3.5762784E-07;-2194.03516;0;0;0;1","-485.510132;6.420514;-2195.0564;7.463369;2.8544538;7.18884373","False","False","False","False","False","Default","Untagged","7aa0b279d1f8059a21154ac248d0e3d0","JAIL/MESh/jail_mask","BuildingExterior","1","object name"
