LegacyWorldObjectId,ReplacementKey,SourceObjectId,SourceHierarchyPath,SemanticCategory,SourceCellId,AssignedOwner,OwnershipReason,HasRenderer,EffectiveActive,ColliderStableId,Classification,SourceRevisionId,SourceMaterialGuids,LegacyTexturedMaterialPaths,LegacyDiagnosticMaterialPath,PresentationStatus
00fb407449216f2c2a26fdeb0ba4e986,legacy-world:00fb407449216f2c2a26fdeb0ba4e986,19136,CABIN/Cabin/Mesh/saunahouse_roof 1,Roof,cell_0_-1,cell_0_-1,SourceCellDeterministic,1,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,f7650d32d9955d7489753acbd2aa7245,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_f7650d32d9955d7489753acbd2aa7245.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/Roof.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
00fb861e6153325da5f1d0dbb2b3f062,legacy-world:00fb861e6153325da5f1d0dbb2b3f062,26313,STORE/VideoPoker/videopoker_mesh/button_lock1,BuildingExterior,cell_-3_0,cell_-3_0,SourceCellDeterministic,1,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,e3a700bbeb5868448a63e5b15b362409,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_e3a700bbeb5868448a63e5b15b362409.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/BuildingExterior.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
01005f0ba2897c9ef8c9d364888d73f9,legacy-world:01005f0ba2897c9ef8c9d364888d73f9,34466,STORE/LOD/Pumps/GasolinePumpD/gasoline_pistol_D,BuildingExterior,cell_-3_0,cell_-3_0,SourceCellDeterministic,1,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,827e7dc82c95cb44287fae07c1279c8d,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_827e7dc82c95cb44287fae07c1279c8d.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/BuildingExterior.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
011f43ca1198cb20a1a74915c9dd80a1,legacy-world:011f43ca1198cb20a1a74915c9dd80a1,12877,REPAIRSHOP/LOD/Garbage/SVOBODA 1/wheelRL/Spindle/Axle,BuildingExterior,cell_3_-1,cell_3_-1,SourceCellDeterministic,1,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,f8f42e9cf97caee4f83af747bcb5d1f1,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_f8f42e9cf97caee4f83af747bcb5d1f1.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/BuildingExterior.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
012339d54716b724e8a072971e64a6a9,legacy-world:012339d54716b724e8a072971e64a6a9,26597,DANCEHALL/Functions/DanceCouple/Dancer1/Pivot/bodymesh,BuildingExterior,cell_1_0,cell_1_0,SourceCellDeterministic,0,0,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,,,,MetadataOnly
0132535935c692cf00ae58ba8ecf88e0,legacy-world:0132535935c692cf00ae58ba8ecf88e0,32975,SOCCER/LOD/KID2/Offset/Pivot/skeleton/thig_left/knee_left,ColliderOnly,cell_-3_0,cell_-3_0,SourceCellDeterministic,0,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,,,,MetadataOnly
01379046f0a9769615a20ca1ddd62ac7,legacy-world:01379046f0a9769615a20ca1ddd62ac7,18484,YARD/Building/KITCHEN/OvenStove/KnobPower3,ColliderOnly,cell_0_-3,cell_0_-3,SourceCellDeterministic,0,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,,,,MetadataOnly
015213ad8e4f2ac8b69f9cf9494c4e43,legacy-world:015213ad8e4f2ac8b69f9cf9494c4e43,30435,RALLY/PartsSalesman/Functions/Parts/BuyRockershaft/Product/mesh,InteractivePropCandidate,cell_-3_0,cell_-3_0,SourceCellDeterministic,1,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,ad2f7b6e8cc080845a7a7fd4264fbb83,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_ad2f7b6e8cc080845a7a7fd4264fbb83.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/InteractivePropCandidate.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
01969161150a23108b8877c8f1ab6b9a,legacy-world:01969161150a23108b8877c8f1ab6b9a,21460,MAP/HouseRintama4/GlassGeneric 2/004,StaticProp,cell_-2_0,cell_-2_0,SourceCellDeterministic,1,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,a7755fdefda1c7c4baff26ff3d18338b,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_a7755fdefda1c7c4baff26ff3d18338b.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/StaticProp.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
01aa39fc7d7a865432ac4589531e7f3c,legacy-world:01aa39fc7d7a865432ac4589531e7f3c,5391,YARD/Building/HOUSEFIRE/Kitchen/ParticleFire/FireTrigger,ColliderOnly,cell_0_-3,cell_0_-3,SourceCellDeterministic,0,0,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,,,,MetadataOnly
01f2fa14a51c9ac735f1be19e32b7112,legacy-world:01f2fa14a51c9ac735f1be19e32b7112,4841,MAP/MESH/TERRAIN_OBJ/Asphalt,StaticProp,cell_3_-4,global,ExplicitMapMeshAggregateGlobal,1,1,9a4a138030d72f45e1c36eded0385890,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,e4f7ddfffd5f47947966d4f2906b4b20,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_e4f7ddfffd5f47947966d4f2906b4b20.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/StaticProp.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
01f5a7f937305a3f11c1849f5b46d18f,legacy-world:01f5a7f937305a3f11c1849f5b46d18f,899,COTTAGE/Grill/Fireplace/WoodTrigger,ColliderOnly,cell_-2_-2,cell_-2_-2,SourceCellDeterministic,0,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,,,,MetadataOnly
0208de007421e270a7e9bafec441f14a,legacy-world:0208de007421e270a7e9bafec441f14a,7241,MAP/Buildings/Barn/coll,ColliderOnly,cell_3_-1,cell_3_-1,SourceCellDeterministic,0,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,,,,MetadataOnly
0216aca2c9b3686cc6fe6722d87c7ede,legacy-world:0216aca2c9b3686cc6fe6722d87c7ede,29454,REPAIRSHOP/LOD/Office/Fleetari/chair_pub 6,BuildingExterior,cell_3_-1,cell_3_-1,SourceCellDeterministic,1,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,c34448a7491c8d047810e4e19aee2ab6,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_c34448a7491c8d047810e4e19aee2ab6.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/BuildingExterior.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
0216b7c836696745f62806920408cbeb,legacy-world:0216b7c836696745f62806920408cbeb,34209,STORE/VideoPoker/GameLogic/Rami-Pokeri/Pokeri-Card5-Back,BuildingExterior,cell_-3_0,cell_-3_0,SourceCellDeterministic,0,0,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,,,,MetadataOnly
024e649bbd8be5cbe03c8ac4bf357d24,legacy-world:024e649bbd8be5cbe03c8ac4bf357d24,25827,YARD/Building/BATHROOM/Shower/Shower/WaterTap,ColliderOnly,cell_0_-3,cell_0_-3,SourceCellDeterministic,0,0,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,,,,MetadataOnly
026e8a71587ed4fa396a6840acdb4eb3,legacy-world:026e8a71587ed4fa396a6840acdb4eb3,5609,MAP/Buildings/Barn/lato_roof_inner,Roof,cell_-2_0,cell_-2_0,SourceCellDeterministic,1,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,04ed28788404f884e94b12d39c7ca0d6,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_04ed28788404f884e94b12d39c7ca0d6.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/Roof.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
026f0a53d6182563cddcc97db0eebd36,legacy-world:026f0a53d6182563cddcc97db0eebd36,24799,YARD/Building/Dynamics/FuseTable/Fusetable/Fuse6Pivot/fuseholder06/Holder,BuildingExterior,cell_0_-3,cell_0_-3,SourceCellDeterministic,1,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,c34448a7491c8d047810e4e19aee2ab6,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_c34448a7491c8d047810e4e19aee2ab6.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/BuildingExterior.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
027101a1af5a6548e355c26ebe47a82c,legacy-world:027101a1af5a6548e355c26ebe47a82c,12484,THEATRE/LOD/Open/PLAY/ActorsDisable/PRESIDENT/PIVOT/skeleton/pelvis/spine_middle/spine_upper/HeadPivot/head/eye_glasses_dark 1,BuildingExterior,cell_-3_0,cell_-3_0,SourceCellDeterministic,0,0,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,,,,MetadataOnly
02831120f586468d9169c7ad4ab58719,legacy-world:02831120f586468d9169c7ad4ab58719,5809,YARD/Building/HOUSEFIRE/Kitchen/1/kitchen1,BuildingInterior,cell_0_-3,cell_0_-3,SourceCellDeterministic,1,0,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,795dd9c017867d243937395efa38b1ef,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_795dd9c017867d243937395efa38b1ef.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/BuildingInterior.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
028ede675e09bd3b5d5e6508adfd8b22,legacy-world:028ede675e09bd3b5d5e6508adfd8b22,22098,STORE/LOD/GFX_Store/SlotMachine/LockButtos/LockRoll2,ColliderOnly,cell_-3_0,cell_-3_0,SourceCellDeterministic,0,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,,,,MetadataOnly
0298292be5e5e92d7bfadd64cdd098c0,legacy-world:0298292be5e5e92d7bfadd64cdd098c0,34923,SOCCER/goal1/Colliders/coll,ColliderOnly,cell_-3_0,cell_-3_0,SourceCellDeterministic,0,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,,,,MetadataOnly
02bf56c97d3623c253de87f2a74402b9,legacy-world:02bf56c97d3623c253de87f2a74402b9,7905,STORE/LOD/PRODUCTS/TwoStroke/1,BuildingExterior,cell_-3_0,cell_-3_0,SourceCellDeterministic,1,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,a298bd379cf5c5548ab715ee6d85d4a9,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_a298bd379cf5c5548ab715ee6d85d4a9.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/BuildingExterior.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
02c5f256912afb57846f6ae9a5953791,legacy-world:02c5f256912afb57846f6ae9a5953791,35991,DANCEHALL/Functions/Dancer/Pivot/pelvis/spine_mid/shoulders(xxxxx)/head,ColliderOnly,cell_1_0,cell_1_0,SourceCellDeterministic,0,0,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,,,,MetadataOnly
02ecafe367222e6e62433e98f8282c77,legacy-world:02ecafe367222e6e62433e98f8282c77,15410,CABIN/Cabin/Mesh/saunahouse_indoor_walls,Door,cell_0_-1,cell_0_-1,SourceCellDeterministic,1,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,34897fe2d5d1ff74f95a645a85a4587d,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_34897fe2d5d1ff74f95a645a85a4587d.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/Door.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
030114cf6378f21a6cd878cf90bbed14,legacy-world:030114cf6378f21a6cd878cf90bbed14,22925,RALLY/Scenery/Banners/RallyBanner,InteractivePropCandidate,cell_-3_0,cell_-3_0,SourceCellDeterministic,1,0,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,bb3e90d2fd6671b43baec5392c41df2c,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_bb3e90d2fd6671b43baec5392c41df2c.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/InteractivePropCandidate.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
030ceb817c0409507bbdfec6160bb4ad,legacy-world:030ceb817c0409507bbdfec6160bb4ad,2894,DANCEHALL/Building/dancehut_base,BuildingExterior,cell_1_0,cell_1_0,SourceCellDeterministic,1,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,e3537d9b181bca840975d2e1fd7925c0,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_e3537d9b181bca840975d2e1fd7925c0.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/BuildingExterior.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
033e9d5ebb7376adacb9f27db265a704,legacy-world:033e9d5ebb7376adacb9f27db265a704,17188,YARD/Building/KITCHEN/KitchenWaterTap/Handle/Pivot/kitchen_tap_handle,BuildingInterior,cell_0_-3,cell_0_-3,SourceCellDeterministic,1,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,cc52dfcc8ef96644c843aa98704c95e3,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_cc52dfcc8ef96644c843aa98704c95e3.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/BuildingInterior.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
0347be03a1a816e7cc67a1806622fdfe,legacy-world:0347be03a1a816e7cc67a1806622fdfe,19784,YARD/Building/Dynamics/LightSwitches/switch_entry/light_switch/light_switch_button,BuildingExterior,cell_0_-3,cell_0_-3,SourceCellDeterministic,1,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,c34448a7491c8d047810e4e19aee2ab6,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_c34448a7491c8d047810e4e19aee2ab6.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/BuildingExterior.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
034cd3672ca5ffe12115f1419aa805ac,legacy-world:034cd3672ca5ffe12115f1419aa805ac,8897,RALLY/Sunday/StartArea/StaticCarVICTRO/wheelRR/Spindle/victro_Axle,InteractivePropCandidate,cell_-3_-4,cell_-3_-4,SourceCellDeterministic,1,0,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,f8f42e9cf97caee4f83af747bcb5d1f1,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_f8f42e9cf97caee4f83af747bcb5d1f1.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/InteractivePropCandidate.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
034e7bbd2a0952b5839b7cfa63e150e7,legacy-world:034e7bbd2a0952b5839b7cfa63e150e7,17977,YARD/Building/KITCHEN/LOD_kitchen/curtain_plank 1,BuildingInterior,cell_0_-3,cell_0_-3,SourceCellDeterministic,1,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,fcb152358c4b16444a676a82be4e9c14,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_fcb152358c4b16444a676a82be4e9c14.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/BuildingInterior.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
035ec05fd2d51de9ed490d6afeaa6ea6,legacy-world:035ec05fd2d51de9ed490d6afeaa6ea6,1342,STORE/LOD/PRODUCTS/Spray10/2/cap,BuildingExterior,cell_-3_0,cell_-3_0,SourceCellDeterministic,1,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,3f440bded0291204486262a8826cab0a,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_3f440bded0291204486262a8826cab0a.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/BuildingExterior.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
0366a7526ae216e42b9b1e198d977194,legacy-world:0366a7526ae216e42b9b1e198d977194,9598,DRAGRACE/LOD/DRAGSTRIP/Drag1/dragcar1/wheelRL/Tire/Mesh 1/Outer/inner,InteractivePropCandidate,cell_-2_-4,cell_-2_-4,SourceCellDeterministic,1,0,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,ad2f7b6e8cc080845a7a7fd4264fbb83,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_ad2f7b6e8cc080845a7a7fd4264fbb83.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/InteractivePropCandidate.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
03982fe2eb76ca75f15d7456e2c9c5c6,legacy-world:03982fe2eb76ca75f15d7456e2c9c5c6,27614,YARD/Building/LIVINGROOM/Telephone/Phone/Handle,BuildingInterior,cell_0_-3,cell_0_-3,SourceCellDeterministic,1,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,c34448a7491c8d047810e4e19aee2ab6,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_c34448a7491c8d047810e4e19aee2ab6.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/BuildingInterior.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
03ac95f94cf448c0caf462e730118296,legacy-world:03ac95f94cf448c0caf462e730118296,14905,RALLY/Scenery/Markings/lippusiima,InteractivePropCandidate,cell_3_-4,cell_3_-4,SourceCellDeterministic,1,0,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,5867006cdfa8abe479a6039816b5e06b;67c2ce469c249f045a1244c6584eec61,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_5867006cdfa8abe479a6039816b5e06b.mat;Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_67c2ce469c249f045a1244c6584eec61.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/InteractivePropCandidate.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
03ae383c3328ef111136dfbd3ead1ce7,legacy-world:03ae383c3328ef111136dfbd3ead1ce7,10235,STORE/LOD/GFX_Pub/chair_pub 4/colliders/coll,ColliderOnly,cell_-3_0,cell_-3_0,SourceCellDeterministic,0,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,,,,MetadataOnly
03c24f821f471c16d2ac56295e684f11,legacy-world:03c24f821f471c16d2ac56295e684f11,32624,MAP/Factory/MachineHall/hall_base 1,ColliderOnly,cell_4_-3,cell_4_-3,SourceCellDeterministic,0,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,,,,MetadataOnly
03cf1941c4e51cfdcd332b7a9850d81c,legacy-world:03cf1941c4e51cfdcd332b7a9850d81c,32945,YARD/Building/KITCHEN/OvenStove/SausageTrigger,ColliderOnly,cell_0_-3,cell_0_-3,SourceCellDeterministic,0,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,,,,MetadataOnly
03eec525c3a8a652156c73c9f7d23c83,legacy-world:03eec525c3a8a652156c73c9f7d23c83,3818,MAP/Buildings/Barn/Parts/lato_door1,Door,cell_-1_1,cell_-1_1,SourceCellDeterministic,1,1,,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,04ed28788404f884e94b12d39c7ca0d6,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_04ed28788404f884e94b12d39c7ca0d6.mat,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/Door.mat,LegacyTexturedActive;LegacyDiagnosticAvailable
