ColliderStableId,EntityStableId,SourceHierarchyPath,ObjectName,SemanticCategory,ColliderType,SourceEnabled,SourceIsTrigger,SourceConvex,RuntimeConvex,SourceHasRigidbodyInAncestry,MeshGuid,MeshFileId,EffectiveActive,Disposition,Included,OwnershipPolicy,CollisionLayer,PhysicsMaterial,Reason,Classification,SourceRevisionId,PolicyVersion
01c66afd0a0cc20990bdb6ee8ce7912b,6e4952c095ac437f254d56d8ac14564d,SOCCER/goal2/Colliders/coll,coll,ColliderOnly,CapsuleCollider,1,0,0,0,1,,0,1,ExcludedDynamicRequiresPresenter,0,Excluded,,,The collider is owned by a donor Rigidbody on itself or an ancestor and requires a project-owned dynamic presenter instead of a frozen static blocker.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
01d7f3c03d945a27743de6a6e2cb3e03,05caebe959bca8cc5fa3696af92fdab7,THEATRE/LOD/theatre_set,theatre_set,ColliderOnly,BoxCollider,1,0,0,0,0,,0,1,IncludedStaticWorldSolid,1,CellLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
01edf1c72b36d5862cddb4294bf25e1a,d5b063b0be6ec3b13fd27da141bb7a2f,THEATRE/LOD/Furniture/chair/chair_pillow,chair_pillow,BuildingExterior,BoxCollider,1,0,0,0,1,,0,1,ExcludedDynamicRequiresPresenter,0,Excluded,,,The collider is owned by a donor Rigidbody on itself or an ancestor and requires a project-owned dynamic presenter instead of a frozen static blocker.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
01f10cc445da6bd79340a95a030b791f,fd63df2a1a2ba1d63672987707ec2909,MAP/Buildings/DINGONBIISI/autiotalo/mesh/buildingvino_Cube.003_None_plaster.jpg 1,buildingvino_Cube.003_None_plaster.jpg 1,StaticProp,MeshCollider,1,0,0,0,0,81d7bb80f2a549a4899614e5e906502d,4300000,1,IncludedStaticWorldSolid,1,CellLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
024f401fb6d07f84f43257a33eff2f01,28f58f4e5e9101227e34be38df73521e,YARD/Building/BEDROOM2/bedtabl,bedtabl,BuildingInterior,BoxCollider,1,0,0,0,0,,0,1,IncludedStaticWorldSolid,1,CellLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
0310f0c146df9827d19c6c8ae198d8f3,625a2152fd02969281aab5809f3a3b27,RALLY/PartsSalesman/Functions/Parts/BuyFuelpump,BuyFuelpump,ColliderOnly,SphereCollider,1,1,0,0,0,,0,1,ExcludedTrigger,0,Excluded,,,Trigger volumes are not imported by the solid pass.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
031c44bbdc173c3493b7894da10d28af,769054c1a8373a47c328a14d4e77aa33,DANCEHALL/Functions/BAND/SYNTH/synth/synth,synth,BuildingExterior,BoxCollider,1,0,0,0,0,,0,0,ExcludedInactive,0,Excluded,,,The collider owner is inactive through the frozen donor hierarchy.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
0324006f32edf15bc07d5b5571555286,0ec7cbdb145a711a3d717183bf5c93bb,PERAJARVI/HouseSmall3/building3_roof,building3_roof,Roof,MeshCollider,1,0,1,0,0,a8d86623009a0f945b8f47a3b6c11d25,4300000,1,IncludedStaticWorldSolid,1,CellLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
03525ad9e1b107c0b3aeb5b867da9249,556f6daf3829d08da6931f916beb765b,JAIL/MESh/chair,chair,BuildingExterior,BoxCollider,1,0,0,0,0,,0,0,ExcludedInactive,0,Excluded,,,The collider owner is inactive through the frozen donor hierarchy.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
037aa039fbe548cdd1e9bf3960c8c5e9,123af7b86ede4a604f3c9f630022cf2f,YARD/Building/Garage/GarageDoors/DoorRight/Coll,Coll,ColliderOnly,BoxCollider,1,0,0,0,1,,0,1,ExcludedDoorRequiresBinding,0,Excluded,,,A door cannot become a static blocker before a project-owned hinge/interaction binding is authored.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
03827a4378159935b7d9f6f0b94bbb06,9b5653b1e71e295d0cf367bf65825c3a,STORE/StoreCashRegister/Register,Register,BuildingExterior,SphereCollider,1,1,0,0,0,,0,1,ExcludedTrigger,0,Excluded,,,Trigger volumes are not imported by the solid pass.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
03883efe58198d1cf69260032efd8782,2277f58500025a6260b73f7f5fd6d9d6,PERAJARVI/HouseWhite/hedge,hedge,BuildingExterior,MeshCollider,1,0,1,0,0,9c6458347eea44a42b431025cf59f4cc,4300000,1,IncludedStaticWorldSolid,1,CellLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
03c51740af369ab28b23c4c16cba6b0b,497057f17a75176635564273bae03128,STORE/LOD/ShopFunctions/Switches/switch_door,switch_door,Door,SphereCollider,1,1,0,0,0,,0,1,ExcludedTrigger,0,Excluded,,,Trigger volumes are not imported by the solid pass.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
03f75ac75c8ec7cf17754ef7668f55b8,fe00ea9d9a8bffd02c6b6813e1300d6c,CABIN/LOD/Logging/log(Clone)/log(Clone),log(Clone),BuildingExterior,BoxCollider,1,0,0,0,1,,0,1,ExcludedDynamicRequiresPresenter,0,Excluded,,,The collider is owned by a donor Rigidbody on itself or an ancestor and requires a project-owned dynamic presenter instead of a frozen static blocker.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
04009f5e480d208b6ad8dc712d7c50b9,9e468a9d386e39e159594dc587c8d1d5,STORE/LOD/ActivateBar/DrunksBar/Drunk2/skeleton/pelvis/spine_middle/spine_upper/collar_right/shoulder_right,shoulder_right,ColliderOnly,CapsuleCollider,1,0,0,0,1,,0,1,ExcludedActorOrPlayer,0,Excluded,,,"Actor, NPC, skeleton or player-owned collision belongs to a later project-owned gameplay presenter.",TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
04530b38995d658b9dd794c426d8b77e,8addc528b9dfdf00fb88b43839648f6e,YARD/PlayerMailBox/EnvelopeComputerSpawn/envelope(xxxxx),envelope(xxxxx),BuildingExterior,BoxCollider,1,0,0,0,1,,0,0,ExcludedInactive,0,Excluded,,,The collider owner is inactive through the frozen donor hierarchy.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
04b01375eaf441fd89b015f614c20c38,3618da4e925308b079faed193540700e,CABIN/LOD/Logging/Pölkky,Pölkky,ColliderOnly,BoxCollider,1,0,0,0,0,,0,1,IncludedStaticWorldSolid,1,CellLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
04b1f0a81c9eaa1679657e89a385d385,873e823ebe5d131239f5c46bf5915a14,COTTAGE/MESH/Cottage_lauteet/coll,coll,ColliderOnly,BoxCollider,1,0,0,0,0,,0,1,IncludedStaticWorldSolid,1,CellLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
04b74e873cc21ab8cb8f5ba0068f203a,46aa8a99f75af5e8b03308480ab8f16a,MISC/MAITO/grabthishere,grabthishere,ColliderOnly,SphereCollider,1,0,0,0,1,,0,0,ExcludedInactive,0,Excluded,,,The collider owner is inactive through the frozen donor hierarchy.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
050694dc1b97fe9d34bee8215e64eb42,982b2d589dab00db9f0fef65519cc665,REPAIRSHOP/LOD/ToolCart/Drawer,Drawer,BuildingExterior,CapsuleCollider,1,1,0,0,1,,0,1,ExcludedTrigger,0,Excluded,,,Trigger volumes are not imported by the solid pass.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
056fea2f173225c2e70af9d77300477d,2a617b0f4b1e5e28eed2e359b5a26c14,COTTAGE/LOD/Glass/glass 3,glass 3,BuildingExterior,BoxCollider,1,0,0,0,0,,0,1,IncludedStaticWorldSolid,1,CellLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
059e8f12bde8a2a68a01b471b82cb742,b158d742148a89c9f7cdbd3b58eda604,MAP/Buildings/DINGONBIISI/autiotalo/LOD/NoRain,NoRain,ColliderOnly,MeshCollider,1,0,0,0,0,0000000000000000e000000000000000,10210,1,ExcludedBuiltinMeshRequiresMapping,0,Excluded,,,The donor collider references a Unity built-in mesh; no render-mesh fallback is permitted.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
05c12dcf5379cde246d59a0a1c1ddb95,5a0c3cdfa019627c011bfa4e92d33d6b,INSPECTION/Functions/register plate(Clone),register plate(Clone),BuildingExterior,BoxCollider,1,0,0,0,1,,0,0,ExcludedInactive,0,Excluded,,,The collider owner is inactive through the frozen donor hierarchy.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
05c74353d5e781fcced1a7bf9737e8c8,adce8bad766e4ca661ead5061ab6b41c,YARD/PlayerMailBox/Hatch/Pivot/Use,Use,ColliderOnly,BoxCollider,1,1,0,0,0,,0,1,ExcludedTrigger,0,Excluded,,,Trigger volumes are not imported by the solid pass.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
05ce1e058cd363169b2162f96f5c9106,c49e33017c4cbe743ed47cd4287b68f0,STORE/LOD/GFX_Pub/pub_desk,pub_desk,BuildingExterior,BoxCollider,1,0,0,0,0,,0,1,IncludedStaticWorldSolid,1,CellLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
05d171f1c91f2c59b6987483bf939cbe,c8ab3a6be963fe64af420dd93e78007b,STORE/LOD/GFX_Store/store_outside2,store_outside2,BuildingExterior,MeshCollider,1,0,0,0,0,ff60fadbd51a5964aab684e288a2551d,4300000,1,IncludedStaticWorldSolid,1,CellLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
05eaba76f0fdf3866e142ba4f5958354,03cf1941c4e51cfdcd332b7a9850d81c,YARD/Building/KITCHEN/OvenStove/SausageTrigger,SausageTrigger,ColliderOnly,SphereCollider,1,1,0,0,0,,0,1,ExcludedTrigger,0,Excluded,,,Trigger volumes are not imported by the solid pass.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
0616ae257bc016b07213328b67012b02,a790366bae3c4ebd257a43da33cbebdf,YARD/Building/KITCHEN/OvenStove/HotPlate1/GrillTrigger,GrillTrigger,ColliderOnly,SphereCollider,1,1,0,0,0,,0,0,ExcludedTrigger,0,Excluded,,,Trigger volumes are not imported by the solid pass.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
0657bb879cfd7b2a66b0b097361c2b47,908fbb8c4eb6ac9aa6429c47216cd1df,MAP/MESH/LogwallLarge,LogwallLarge,StaticProp,MeshCollider,1,0,1,0,0,02cdb7667d9ca4d49b627702944f9953,4300000,1,IncludedStaticWorldSolid,1,TrulyGlobalLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
0685d9de704e2a861f6423beb95181bd,2063849d6b8807e66a8a773359877a1a,YARD/Building/KITCHEN/OvenStove/HotPlate3/GrillTrigger,GrillTrigger,ColliderOnly,SphereCollider,1,1,0,0,0,,0,0,ExcludedTrigger,0,Excluded,,,Trigger volumes are not imported by the solid pass.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
0694250c8758778aff1308f1afb7d761,5321706220112780baeed0bbe56912b3,MAP/StreetLights/3/LOD/lightpole,lightpole,UtilityPole,CapsuleCollider,1,0,0,0,0,,0,1,IncludedStaticWorldSolid,1,CellLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
069937b54937144f34ebb1b13f23c494,fd6af920e38e4103f71d45a3003226f1,COTTAGE/LOD/Doors/DoorFront1/Pivot/mesh,mesh,BuildingExterior,BoxCollider,1,0,0,0,0,,0,1,ExcludedDoorRequiresBinding,0,Excluded,,,A door cannot become a static blocker before a project-owned hinge/interaction binding is authored.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
06f712059f02391957f88faf43a66a95,45ee85fc1b86adb42afaca228581b531,DANCEHALL/Functions/BAND/pa,pa,BuildingExterior,BoxCollider,1,0,0,0,0,,0,0,ExcludedInactive,0,Excluded,,,The collider owner is inactive through the frozen donor hierarchy.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
0702311af43d6267bd5c5d3c584af1c5,0c46b7733bbb3ae38815fde33e588a52,MAP/Buildings/BarnOld/lato_roof,lato_roof,Roof,MeshCollider,1,0,0,0,0,6f49787c3bbcf9e4f8b8c2b28ee9bd6f,4300000,1,IncludedStaticWorldSolid,1,CellLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
076ced89bb69d98f1b5c2155a0d091af,2bbe87ba17cfef3c55a663e7b24b3d1f,STORE/VideoPoker/GameLogic/Buttons/InsertCoin,InsertCoin,ColliderOnly,SphereCollider,1,1,0,0,1,,0,1,ExcludedTrigger,0,Excluded,,,Trigger volumes are not imported by the solid pass.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
07941a8b73bfa4de8a2c8516f436d245,25057fd6fde8cf4fc464fe909c9e4632,YARD/Building/LIVINGROOM/LOD_livingroom/Ryijy 2,Ryijy 2,BuildingInterior,MeshCollider,1,0,0,0,0,0000000000000000e000000000000000,10210,1,ExcludedBuiltinMeshRequiresMapping,0,Excluded,,,The donor collider references a Unity built-in mesh; no render-mesh fallback is permitted.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
07a08e289846a697137617e552f4bbd4,62f287254fb4fa9ca3908dd2ee090b26,COTTAGE/Cottage_sofa/coll,coll,ColliderOnly,BoxCollider,1,0,0,0,0,,0,1,IncludedStaticWorldSolid,1,CellLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
07bbfa6c23c5993c98b1119b155cfea6,745c7d4504e4b7540a62c8e708a89d27,YARD/Building/LIVINGROOM/LOD_livingroom/MAP/Darts/Shit5,Shit5,BuildingInterior,SphereCollider,1,1,0,0,0,,0,0,ExcludedTrigger,0,Excluded,,,Trigger volumes are not imported by the solid pass.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
07e2022feaef58e994319dafb17df5c6,c57ea490179fd03b13072ec6786abb9f,YARD/Building/SAUNA/Sauna/Kiuas/ButtonTime,ButtonTime,ColliderOnly,SphereCollider,1,1,0,0,0,,0,1,ExcludedTrigger,0,Excluded,,,Trigger volumes are not imported by the solid pass.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
07ffe802ad625f18c92580e4fc9736c0,946f0e56092a7384e87cde9780402662,YARD/PlayerMailBox/LetterProcyon,LetterProcyon,ColliderOnly,CapsuleCollider,1,1,0,0,0,,0,0,ExcludedTrigger,0,Excluded,,,Trigger volumes are not imported by the solid pass.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
083b4fb59183d7d686725fb6cbc526af,138bfb0a2df7daef4d5ce40330dfef76,YARD/UNCLE/Building/houseuncle_roof,houseuncle_roof,Roof,MeshCollider,1,0,0,0,0,24b999d61e5fb38448347861c8585570,4300000,1,IncludedStaticWorldSolid,1,CellLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
0868a1030354b1d2f79093deff7c12c8,840ba7b32e26c8328c377cb6757a1656,DANCEHALL/Functions/DanceCouple,DanceCouple,ColliderOnly,CapsuleCollider,1,0,0,0,1,,0,0,ExcludedInactive,0,Excluded,,,The collider owner is inactive through the frozen donor hierarchy.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
08ed3823825dfb4b548536becbb76564,2d13ed1c44fea48f57004661acdf572d,YARD/Building/KITCHEN/kitchen_sokkeli/coll,coll,ColliderOnly,BoxCollider,1,0,0,0,0,,0,1,IncludedStaticWorldSolid,1,CellLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
08f9b153c28c9e3e7783b6df9434b845,4d31d93f9a9fb2ae2a58947cc149a6aa,MAP/MESH/RAILROAD/RailCol,RailCol,ColliderOnly,BoxCollider,1,0,0,0,0,,0,1,IncludedStaticWorldSolid,1,TrulyGlobalLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
097eee23ffe4759db04cf9731834f8c9,8d1c1f6f2e77d1091b0855aa96c7429c,CABIN/BurntHouse/burtn_house_rumble,burtn_house_rumble,BuildingExterior,MeshCollider,1,0,0,0,0,a162060ffcd327a40b94e9e2187b57d2,4300000,1,IncludedStaticWorldSolid,1,CellLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
09a3e82b4dfcbeab1f90001dabb18e9d,a615fdf7131a547ef72bb91b42929246,STORE/LOD/ActivateStore/CarProducts/Sparkplugs,Sparkplugs,ColliderOnly,SphereCollider,1,1,0,0,0,,0,1,ExcludedTrigger,0,Excluded,,,Trigger volumes are not imported by the solid pass.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
09f4a31ec11133d518e3d56d534f760e,20dbf5bce6cbd8e6c58cac68504bac38,MAP/Buildings/DINGONBIISI/autiotalo/LOD/WaterWell/Functions/ParticleDrink/WaterTap,WaterTap,Water,CapsuleCollider,1,0,0,0,0,,0,0,ExcludedInactive,0,Excluded,,,The collider owner is inactive through the frozen donor hierarchy.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
0a75f0b72b7b7a425077fda29b072fc5,8a07c83dcce8b695f39df087b864677b,INSPECTION/Functions/garage_doors_open/glass,glass,BuildingExterior,MeshCollider,1,0,0,0,0,3b2335d1f61c88d46a614f0b5c941a5b,4300000,0,ExcludedDoorRequiresBinding,0,Excluded,,,A door cannot become a static blocker before a project-owned hinge/interaction binding is authored.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
0aaae2050409f43eb4318563aae50e0f,2662a3c3bf9d28b68329a9c098f23de0,PERAJARVI/CHURCH/Church/collider,collider,ColliderOnly,MeshCollider,1,0,0,0,0,d07d8fc06ff61de43ba609dc466b0de0,4300000,1,IncludedStaticWorldSolid,1,CellLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
0ac1fffdcfc9b529fd608f89600fe906,e911405807e637166c7c6dd3e653888f,MAP/Buildings/Barn/lato_roof,lato_roof,Roof,MeshCollider,1,0,1,0,0,73acff30fd9546d42a5637f3fdcd2f20,4300000,1,IncludedStaticWorldSolid,1,CellLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
0ad4e02668f006226c458ecd0be22a47,55892703b1efca54dd9ab7c2d9973931,COTTAGE/LOD/Cottage_windows,Cottage_windows,Window,MeshCollider,1,0,0,0,0,5ae40d2530a3464418278760f140ef7c,4300000,1,IncludedStaticWorldSolid,1,CellLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
0ae88a3da38af1e0a003d3a69854b0b3,299e74699f391a0060e9d8d94f7d5554,YARD/Building/Colliders/coll,coll,ColliderOnly,BoxCollider,1,0,0,0,0,,0,1,IncludedSafetyCriticalGlobal,1,GlobalLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Home spawn structural safety,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
0b0beb879f03583cf9e412075531b23a,a973421802d865ce809b71a0853e26f1,YARD/MachineHall/Logging/Pölkky,Pölkky,ColliderOnly,BoxCollider,1,0,0,0,0,,0,1,IncludedStaticWorldSolid,1,CellLegacy,WorldSolid,Assets/Game/World/Content/Physics/WorldSolidZeroBounce.physicMaterial,Reviewed static-world solid collider from the frozen M04A1 source table.,TemporaryDirectImport,msc-world-baseline-04a1.1-c3f2f337,08A1.6
