AssetKind,SourceGuid,SourceRelativePath,SourceSha256,SourceMetaSha256,SourceShaderOrProperties,CompatibilityOrRole,GeneratedAssetPath,ConversionFingerprintSha256,ReferenceCount,Width,Height,SourceBytes,EstimatedRuntimeBytes,SRGB,NormalMap,Mipmaps,StreamingMipmaps,WrapMode,FilterMode,AnisoLevel,Classification,Status,Notes
Material,0567b15ad8936e6408eef7eebad8ca64,assetripper-unity-project/ExportedProject/Assets/Material/truck_rims_new.mat,bc61a7820c30f0bdabe72aa180970bb98cc01f9e49053ae7577f452663d4255f,,BuiltIn/7,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_0567b15ad8936e6408eef7eebad8ca64.mat,a9796cd26f36fc0fec93d9454b23305ea2244a26125a09ce79458be7da06bb54,2,,,1922,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,06cd824234ef21f40b2c797b15acbd26,assetripper-unity-project/ExportedProject/Assets/Material/wood4.mat,57aa3a08dd0d58b5805b59599e3daa577cbccb0ad155cc3b48c680d35b35b96c,,BuiltIn/7,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_06cd824234ef21f40b2c797b15acbd26.mat,78e6f1465097aaa93107a2ff05e5727cbba5e3165a383d2a21ed7e6527ca7d9a,1,,,2089,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,08d8474c379cef442a6c04483493190b,assetripper-unity-project/ExportedProject/Assets/Material/livingroom_table.mat,8e5cb78d6ef04fbe51d3b8de54431280606d62e19dbdc2ef42d8c8bc91fb4edd,,Standard,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_08d8474c379cef442a6c04483493190b.mat,81162d846da34fc79fb08dad3672eba57d7fb29a2be5a19341bcd0a8fceacaa3,2,,,3283,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,09a10169084281b4188ea156be5a56c0,assetripper-unity-project/ExportedProject/Assets/Material/tiles4.mat,834544abb2418b72e108f972c16bb5dfdad25596b5dc393d162ade59b00ec3b4,,BuiltIn/7,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_09a10169084281b4188ea156be5a56c0.mat,a5ab02fbdb6cf43f4b8b30e1c6a3de69ead1e7763039475a5c565ba74789ce14,5,,,1916,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,0b9c346450cf6564991b8a9a52e556b2,assetripper-unity-project/ExportedProject/Assets/Material/card_house1.mat,ca50d54a4c293d849165f8ff976ad1ee3b457965e96cdc340574f4c5d6707cab,,Legacy Shaders/Diffuse Detail,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_0b9c346450cf6564991b8a9a52e556b2.mat,4939da1974a2c9ca9fc6e47300e22080ac29f362459849d38361ded608ce8a18,1,,,2147,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,0cda977e31e26a741be6112cb58b1740,assetripper-unity-project/ExportedProject/Assets/Material/npc_car4.mat,68e2e16220f752fb0006610559354db56ee1880323595736e3802a6e67fcb092,,Standard,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_0cda977e31e26a741be6112cb58b1740.mat,a4a18cd3e8e6ce23f4f0607e5516d857d9135e3b3978e21823b9f33a3147a31f,1,,,4107,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,0cdbf55b049decb43bf8ff86d3d2c809,assetripper-unity-project/ExportedProject/Assets/Material/wood_panel9.mat,891e79abf505d920366cd726bd253b91c333e9f09030f45290dfe650bebefd16,,BuiltIn/7,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_0cdbf55b049decb43bf8ff86d3d2c809.mat,eaa929a8e9690c5dd282b83b445b1b230efdb370e018ec76d41a71452b2defdf,12,,,1911,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,0d2e4c7b028a45b43ac2f071caaebbb4,assetripper-unity-project/ExportedProject/Assets/Material/4TIE.mat,bd089f2e5db88f6d057708aa5549cd68276f99f6561ae723a44d9b8088289e1f,,Standard,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_0d2e4c7b028a45b43ac2f071caaebbb4.mat,b1c88afa850a48a9de585d0d53aeec9113f8f77ceddafa9c37240af6745cf681,1,,,4829,7656,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,0d7848b78ba58f14fb3d2ca5048dc19d,assetripper-unity-project/ExportedProject/Assets/Material/videopoker_lights_on.mat,43ad7477217257bcaff2aae6bc3a08584d5ff6d523010e82b4ae3e0708c4cf22,,Standard,EmissiveLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_0d7848b78ba58f14fb3d2ca5048dc19d.mat,007def4e1226f3db33fbb31cf7d685447628eb5c518ddc9eb67094ae7605224e,1,,,3346,7496,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,1124d0bf10a8a8242868f3092ae969a8,assetripper-unity-project/ExportedProject/Assets/Material/lamp_paper_off.mat,4d57051f301c95c98c2179e59d8151986f76f0c51a5bc0c1059c92753fb2f80a,,BuiltIn/7,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_1124d0bf10a8a8242868f3092ae969a8.mat,17a8fa1f559935db16a5d5b6e412fd022c926b58f3b60ddf1331fb67753736f9,1,,,2607,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,12fa23154f37b914db2028c9c5b92373,assetripper-unity-project/ExportedProject/Assets/Material/slot_buttons_on.mat,a925c17a45e11f7ce386de499c89777196372ef01def5af5a4755f995accae05,,Standard,EmissiveLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_12fa23154f37b914db2028c9c5b92373.mat,87cee59e829432595d6095997aea9e1ced4530da46371812dd550557de0b1f61,1,,,3341,7496,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,13068344900403f449c751b475ec3746,assetripper-unity-project/ExportedProject/Assets/Material/color12_0.mat,22e3d9a69582220cf6f6cf24bf0050f75d7af4758f0a7528c13d3e812e4321dc,,Standard,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_13068344900403f449c751b475ec3746.mat,4f45962272939cf8283d98bcba17507e2401b0c39b25db02405b8bc8d5069b69,3,,,3484,7496,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,1355ac04ad5e4e0469bf3d3f7c4658b9,assetripper-unity-project/ExportedProject/Assets/Material/dancehall_painting.mat,af6db084ca00639c361094eaa6f2d97cd9648ad68822d1331f1b758c7a1623a9,,BuiltIn/7,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_1355ac04ad5e4e0469bf3d3f7c4658b9.mat,3d730c659493c9f7814bf79ed79f336121a731fcc521a3bf9d09c0a162733a4b,1,,,1904,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,13ee5541ea37e0e4b8f2ed8f87a6c315,assetripper-unity-project/ExportedProject/Assets/Material/dotted_white_yellow.mat,fe441f9429dd730e4612294f853c7ac1186dccc114cbbd29f3f2bd766bb697f1,,Standard,AlphaClipLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_13ee5541ea37e0e4b8f2ed8f87a6c315.mat,c93c008e3083a13b623f6e88c230fb0d11368076e3a011b2ebca476bc284d769,1,,,3465,7736,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,151f2e275c009954dac10df9e9221d87,assetripper-unity-project/ExportedProject/Assets/Material/wcbowl.mat,7fc543980fb426081c7c1661a0d853fc9c2b1569f5cb079965c0b475c0d7cc4b,,Standard,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_151f2e275c009954dac10df9e9221d87.mat,98fdfe64f223dae044e31426a666dc2acba3054a306355f2949f70900f296d16,6,,,3268,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,1535c205239309c4ebd05366618ca5b1,assetripper-unity-project/ExportedProject/Assets/Material/ROCKPALE.mat,9bf1046237caada5f3d1adda4e2469b020e71edec3d2a0632f8637c1303fdf27,,Standard,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_1535c205239309c4ebd05366618ca5b1.mat,e2074f9c17d6817555febf1d21e237bac5037243584345267739c5f11ad3951b,1,,,4777,7656,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,176c387e585726d44a831f2397d27ee2,assetripper-unity-project/ExportedProject/Assets/Material/valmet_tires.mat,3a05656110364d80b4cf9455d546c092537680ff2fa8df787cd58166185079f7,,BuiltIn/7,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_176c387e585726d44a831f2397d27ee2.mat,7d45e1e56f688aa507a51ce3bb72de6c229c0bc8561b06cb619ec4b436df4e77,10,,,2098,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,18e1e93eb65e9544d81747e04650ef15,assetripper-unity-project/ExportedProject/Assets/Material/card_player9.mat,65c64cee8b236e069e371a28d9a9390c462835b5659d684e1a3c0edd690f420e,,Legacy Shaders/Diffuse Detail,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_18e1e93eb65e9544d81747e04650ef15.mat,a1fddc9002af0474b8c6a82dd8747e259d11e191325a83a2249b6f797b92b842,1,,,2148,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,1ea1d0e9ce3df484ab5061b4de22479a,assetripper-unity-project/ExportedProject/Assets/Material/wood5.mat,d94836a5215d96e847ada4852e9dd478b9e1e5957c7d189918e4903b1d922d41,,BuiltIn/7,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_1ea1d0e9ce3df484ab5061b4de22479a.mat,422cd73e2d4801626433a8b269c499c649489f7fca482eccdaf575092d6ac171,1,,,1864,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,1eec4fa7c4700b640bb2b290370963f9,assetripper-unity-project/ExportedProject/Assets/Material/truck_tire_old.mat,07441d8a44e5dd2b67a770254b2a5e88c7d6d6d991baf22e3cae17bf7ce9a2d0,,BuiltIn/7,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_1eec4fa7c4700b640bb2b290370963f9.mat,4471c7096ffe2d2a529b38c7cf485834b6bbbd232ea64806eb2051118a00bb53,5,,,1925,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,1ef4efee5367d784bb66b9be11bddcac,assetripper-unity-project/ExportedProject/Assets/Material/repair_shop_floor.mat,0a18c67dd1726165cd003453cb1afd65eaf28a657ce5fecd5fce6dabb30f5715,,Standard,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_1ef4efee5367d784bb66b9be11bddcac.mat,550eb7912405ca66ff2b427a117ebadcdd20830b5fa1651adaeda86320072945,1,,,3439,7656,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,1f89df477adbdd04c86d5a88b00da817,assetripper-unity-project/ExportedProject/Assets/Material/plastic1.mat,0bef4852ee82ca500e1d70226e142a488163a9b5c123a354b3e8767663bc5d93,,Standard,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_1f89df477adbdd04c86d5a88b00da817.mat,11375c1ff43d05bede002d5e294d7cc1f34c4d926d753f37d0f372d033801bbe,6,,,3441,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,20654a88cf94a284daafbbb91e1c64cb,assetripper-unity-project/ExportedProject/Assets/Material/wall_brick3.mat,136cc59e3f86a3315ec7e5f6bb370c981b114148fc732aa0c7eea404b546fbe9,,BuiltIn/7,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_20654a88cf94a284daafbbb91e1c64cb.mat,a387f6222e236f48e0e40a23f35086a615b3172156b6a673559a424b11bc4929,2,,,1921,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,2268461739a86394a858851d7497d2b7,assetripper-unity-project/ExportedProject/Assets/Material/fabric_70s.mat,fb816bfa9f95d7affceb9c3894d024608d0e02f352df91bd9d795ca8926d997f,,BuiltIn/7,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_2268461739a86394a858851d7497d2b7.mat,7dfaa0c3ea199e7e9fd72644b48d30d40775ff16779680df37dbcd7b7f879b98,3,,,1920,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,23e812d4652bf1849af4e922f7817ac4,assetripper-unity-project/ExportedProject/Assets/Material/store_banners.mat,63078547144d7e7d6b61fcf3cfb6e8255024daaa1e8b05ebf1c3ce08c26be178,,BuiltIn/7,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_23e812d4652bf1849af4e922f7817ac4.mat,08c747486e62b1362fc5b2c75c4c0b9d01dfc49e6810c2499215bd9c3a8b9315,6,,,752,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,274798cd8649b9741a50b91fead62968,assetripper-unity-project/ExportedProject/Assets/Material/light_hallway.mat,2587b93cdd96c1c5067a87c656806776d722264c96aa95e6408c16421c79817d,,Standard,AlphaClipLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_274798cd8649b9741a50b91fead62968.mat,1eb785abd2e5b53e2e6f1e00bc09f5eb86fd320b4a75e6269a8a0b5338b9da6b,2,,,3292,7496,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,275aec141dc286c4c9f9c76412d32ce0,assetripper-unity-project/ExportedProject/Assets/Material/card_player8.mat,c3a3745312cdbcab652c4d8c10603be196fc22e499fd5e493b2d01419900d6de,,Legacy Shaders/Diffuse Detail,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_275aec141dc286c4c9f9c76412d32ce0.mat,1289e93021a744b0107023599cd0256fbca20bc5ac473dc64f2956d5b451e5c0,1,,,2148,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,28e28501dd24126478ca984aa254583b,assetripper-unity-project/ExportedProject/Assets/Material/valmet_chassis.mat,e497b0cec837a1785142765cb0bec3c4e6a48419816799dc9e7523538d8ea445,,BuiltIn/7,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_28e28501dd24126478ca984aa254583b.mat,6d018ee9ee53924611755d724aeeeaf5abb25e2a4433ad3cf83e5425e8d3dc9a,2,,,753,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,291de3b77a18a164aac67a31a24afa74,assetripper-unity-project/ExportedProject/Assets/Material/satsuma_tach.mat,0970e913d6c981221f658fc25577e5472aae7ed8c7a75dfe5e732217ee662338,,Standard,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_291de3b77a18a164aac67a31a24afa74.mat,27c3ee6e2798b871b449d20d08d37d0966468cd286f201845e3cdea69f964fa9,1,,,3522,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,2959fa8ba3eea804fa42d76d9b6a86f1,assetripper-unity-project/ExportedProject/Assets/Material/ATLAS_DOORS.mat,ba5272fee0be96e848ca41abc429466086433292c40d5321420ddb53d11a5e1c,,BuiltIn/7,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_2959fa8ba3eea804fa42d76d9b6a86f1.mat,f0e01069790fd0a5cf00612a32fdfadf07c75ad82e844c4f3b23f694ecbd7388,28,,,1919,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,29d13813c6719704d8708e326f2c6047,assetripper-unity-project/ExportedProject/Assets/Material/wall_paint4.mat,0abe0255387b3b4facc4b2f8d685742993b347c7f8c746d5de25ca2df3fbbd93,,BuiltIn/7,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_29d13813c6719704d8708e326f2c6047.mat,516c02c8ce2370a02202314c76a2b842693e5248a172aaabd6d2729265fb6ebd,2,,,1921,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,29dd0c7527250a24ab478a5de638e93d,assetripper-unity-project/ExportedProject/Assets/Material/kitchentaso.mat,3174af6774b3b4dafe939bcc66dbe1f16c03c03ce0a4b7bcab3965d0af633e59,,Standard,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_29dd0c7527250a24ab478a5de638e93d.mat,ffbdcabd5395d7a8e2614813bce67502a77354dee386e56c5946cabb1b6d9c6a,2,,,3280,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,29f141555dcbafc4bbaa79d3f2f80a0d,assetripper-unity-project/ExportedProject/Assets/Material/color11_0.mat,e3d4ddb581bf6cee9259a1a4696585f16909764e15f916c35f5f1e27bc542ed9,,Standard,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_29f141555dcbafc4bbaa79d3f2f80a0d.mat,661ac72dc09703b213e6256c48cfab7a92644bf1d00f13532ad684ab028568c9,3,,,3482,7496,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,2b8378937c6afb64390d5474f4bcd14a,assetripper-unity-project/ExportedProject/Assets/Material/ROAD.mat,80decf91b0d93417a23aef52d3f4fcf84e671521b3267ce52fc789bc050fb8ab,,Legacy Shaders/Diffuse Detail,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_2b8378937c6afb64390d5474f4bcd14a.mat,2a530a08dab723cc84ebcf2f1b9a34162492123e969e01997339511cd24c6ee3,1,,,2392,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,2d214106acacdec45883eeccd2d3435c,assetripper-unity-project/ExportedProject/Assets/Material/wood_panel2.mat,ee5295ea2186c89b6b821aed59ddd199100755410841ff1b9ca78cff28ac16af,,BuiltIn/7,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_2d214106acacdec45883eeccd2d3435c.mat,3e709b393cbc5f503a57eb768f4f522f88d82f95fb777bbe27540fa9ea63b996,2,,,1936,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,2f9246a136bd8e049bb93f57adf802d4,assetripper-unity-project/ExportedProject/Assets/Material/carpet2.mat,cc4e45458fb483ccfb7372550652eaa5106330b3eb4dd188926ff1159ad73485,,Legacy Shaders/Diffuse Detail,OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_2f9246a136bd8e049bb93f57adf802d4.mat,1d3cdc1c6aba18902d13482bab2a4a6d6cc2baf444a9a3c7cf016fb89f636a2a,1,,,2146,7416,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
Material,3053483f32ee213419283150a38bf862,assetripper-unity-project/ExportedProject/Assets/Material/MUD.mat,792d1600d95af9a47fec8964bf04cffa74bf3674236bf9122e8659ab1ebd0dd2,,Standard (Specular setup),OpaqueLit,Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Materials/LegacyTextured/M06B2_3053483f32ee213419283150a38bf862.mat,00bfa7af7a1a5ea0e12f71e0024c42ea2b8d073a3337107477d62b907a3206d1,1,,,4894,7656,,,,,,,,TemporaryDirectImport,Converted,Project-owned HDRP compatibility material; donor shader code is not imported.
