ComponentId,TriggerGameObjectId,TriggerTransformId,TriggerName,TriggerHierarchyPath,HandChild,ActivateThisGameObjectId,ActivateThisHierarchyPath,ActivationRoots,RequiredGameObjectId,RequiredHierarchyPath,Required1GameObjectId,Required1HierarchyPath,ThisPartGameObjectId,ThisPartName,DetachPartGameObjectId,DetachPartHierarchyPath,ParentGameObjectId,ParentHierarchyPath,BoltsGameObjectId,BoltsHierarchyPath,BoltReferenceStatus,ReferencesBolts,ReferencesBolted
104919,2807,38861,"trigger_black_wrap","SATSUMA(557kg, 248)/Body/rear_windows/trigger_black_wrap","windows black wrap(Clone)",33570,"SATSUMA(557kg, 248)/Body/rear_windows/black windows(xxxxx)","ActivateThis=33570:SATSUMA(557kg, 248)/Body/rear_windows/black windows(xxxxx)",0,"",0,"",25580,"Windows black wrap",0,"",0,"",0,"",NotReferenced,false,false
104306,741,36795,"trigger_bootlid","SATSUMA(557kg, 248)/Body/trigger_bootlid","bootlid(Clone)",0,"","",0,"",0,"",24436,"Bootlid",0,"",23473,"SATSUMA(557kg, 248)/Body/pivot_bootlid",0,"",NotReferenced,false,false
106381,8140,44194,"trigger_brake_lining","SATSUMA(557kg, 248)/MiscParts/trigger_brake_lining","brake lining(Clone)",12393,"SATSUMA(557kg, 248)/MiscParts/brake lining(xxxxx)","ActivateThis=12393:SATSUMA(557kg, 248)/MiscParts/brake lining(xxxxx)",0,"",0,"",32201,"BrakeLining",0,"",0,"",0,"",NotReferenced,false,false
110822,23835,59899,"trigger_brake_master","SATSUMA(557kg, 248)/MiscParts/trigger_brake_master","brake master cylinder(Clone)",24351,"SATSUMA(557kg, 248)/MiscParts/brake master cylinder(xxxxx)","ActivateThis=24351:SATSUMA(557kg, 248)/MiscParts/brake master cylinder(xxxxx)",0,"",0,"",15727,"BrakeMasterCylinder",0,"",0,"",0,"",NotReferenced,false,false
104787,2352,38405,"trigger_bucket_seat","SATSUMA(557kg, 248)/Interior/TriggersSeatDriver/trigger_bucket_seat","bucket seat driver(Clone)",0,"","",0,"",0,"",14248,"Bucket Seat Driver",0,"",29516,"SATSUMA(557kg, 248)/Interior/pivot_seat_driver",0,"",EvidenceBackedNullDonorObjectException,true,false
110804,23777,59842,"trigger_bucket_seat_passenger","SATSUMA(557kg, 248)/Interior/TriggersSeatPassenger/trigger_bucket_seat_passenger","bucket seat passenger(Clone)",0,"","",0,"",0,"",9626,"Bucket Seat Passenger",0,"",7419,"SATSUMA(557kg, 248)/Interior/pivot_seat_passenger_bucket",0,"",EvidenceBackedNullDonorObjectException,true,false
112595,29699,65747,"trigger_bumper_front","SATSUMA(557kg, 248)/Body/trigger_bumper_front","bumper front(Clone)",0,"","",0,"",0,"",17121,"Bumper_Front",0,"",11457,"SATSUMA(557kg, 248)/Body/pivot_bumper_front",0,"",EvidenceBackedNullDonorObjectException,true,false
111348,25679,61740,"trigger_bumper_rear","SATSUMA(557kg, 248)/Body/trigger_bumper_rear","bumper rear(Clone)",0,"","",0,"",0,"",20230,"Bumper_Rear",0,"",13248,"SATSUMA(557kg, 248)/Body/pivot_bumper_rear",0,"",NotReferenced,false,false
109276,18299,54355,"trigger_clutch_lining","SATSUMA(557kg, 248)/MiscParts/trigger_clutch_lining","clutch lining(Clone)",16361,"SATSUMA(557kg, 248)/MiscParts/clutch lining(xxxxx)","ActivateThis=16361:SATSUMA(557kg, 248)/MiscParts/clutch lining(xxxxx)",0,"",0,"",32817,"ClutchLining",0,"",0,"",0,"",NotReferenced,false,false
105057,3301,39355,"trigger_clutch_master","SATSUMA(557kg, 248)/MiscParts/trigger_clutch_master","clutch master cylinder(Clone)",5096,"SATSUMA(557kg, 248)/MiscParts/clutch master cylinder(xxxxx)","ActivateThis=5096:SATSUMA(557kg, 248)/MiscParts/clutch master cylinder(xxxxx)",0,"",0,"",24938,"ClutchMasterCylinder",0,"",0,"",0,"",NotReferenced,false,false
107067,10469,46523,"trigger_coilspring_rally_rl","SATSUMA(557kg, 248)/Chassis/RL/TriggersCoilspringRL/trigger_coilspring_rally_rl","rally coil spring(Clone)",29886,"SATSUMA(557kg, 248)/Chassis/RL/coil spring rally(rlxxx)","ActivateThis=29886:SATSUMA(557kg, 248)/Chassis/RL/coil spring rally(rlxxx)",20467,"Database/DatabaseBody/Trailarm_RL",0,"",31775,"Coilspring Rally RL",11502,"SATSUMA(557kg, 248)/Chassis/RL/TrailArm/Arm/trail arm rl(xxxxx)",0,"",0,"",NotReferenced,false,true
104524,1447,37507,"trigger_coilspring_rally_rr","SATSUMA(557kg, 248)/Chassis/RR/TriggersCoilspringRR/trigger_coilspring_rally_rr","rally coil spring(Clone)",2330,"SATSUMA(557kg, 248)/Chassis/RR/coil spring rally(rrxxx)","ActivateThis=2330:SATSUMA(557kg, 248)/Chassis/RR/coil spring rally(rrxxx)",15865,"Database/DatabaseBody/Trailarm_RR",0,"",15717,"Coilspring Rally RR",33251,"SATSUMA(557kg, 248)/Chassis/RR/TrailArm/Arm/trail arm rr(xxxxx)",0,"",0,"",NotReferenced,false,true
105274,4173,40233,"trigger_coilspring_rl","SATSUMA(557kg, 248)/Chassis/RL/TriggersCoilspringRL/trigger_coilspring_rl","coil spring(Clone)",33916,"SATSUMA(557kg, 248)/Chassis/RL/coil spring(rlxxx)","ActivateThis=33916:SATSUMA(557kg, 248)/Chassis/RL/coil spring(rlxxx)",20467,"Database/DatabaseBody/Trailarm_RL",0,"",30375,"Coilspring_RL",11502,"SATSUMA(557kg, 248)/Chassis/RL/TrailArm/Arm/trail arm rl(xxxxx)",0,"",0,"",NotReferenced,false,true
104387,1014,37071,"trigger_coilspring_rr","SATSUMA(557kg, 248)/Chassis/RR/TriggersCoilspringRR/trigger_coilspring_rr","coil spring(Clone)",12023,"SATSUMA(557kg, 248)/Chassis/RR/coil spring(rrxxx)","ActivateThis=12023:SATSUMA(557kg, 248)/Chassis/RR/coil spring(rrxxx)",15865,"Database/DatabaseBody/Trailarm_RR",0,"",17766,"Coilspring_RR",33251,"SATSUMA(557kg, 248)/Chassis/RR/TrailArm/Arm/trail arm rr(xxxxx)",0,"",0,"",NotReferenced,false,true
106988,10105,46160,"trigger_dashboard","SATSUMA(557kg, 248)/Dashboard/trigger_dashboard","dashboard(Clone)",0,"","",0,"",0,"",24983,"Dashboard",0,"",5663,"SATSUMA(557kg, 248)/Dashboard/pivot_dashboard",0,"",EvidenceBackedNullDonorObjectException,true,false
105128,3606,39662,"trigger_discbrake_fl","SATSUMA(557kg, 248)/FL/AckerFL/wheelFL/TireFL/OFFSET/trigger_discbrake_fl","disc brake(Clone)",347,"SATSUMA(557kg, 248)/FL/AckerFL/wheelFL/TireFL/OFFSET/discbrake(flxxx)","ActivateThis=347:SATSUMA(557kg, 248)/FL/AckerFL/wheelFL/TireFL/OFFSET/discbrake(flxxx)",0,"",2442,"Database/DatabaseBody/Spindle_FL",24557,"Discbrake_FL",21615,"SATSUMA(557kg, 248)/FL/AckerFL/wheelFL/SpindleFL/OFFSET/spindle fl(xxxxx)",0,"",0,"",EvidenceBackedNullDonorObjectException,true,true
108653,16039,52103,"trigger_discbrake_fr","SATSUMA(557kg, 248)/FR/AckerFR/wheelFR/TireFR/OFFSET/trigger_discbrake_fr","disc brake(Clone)",11850,"SATSUMA(557kg, 248)/FR/AckerFR/wheelFR/TireFR/OFFSET/discbrake(frxxx)","ActivateThis=11850:SATSUMA(557kg, 248)/FR/AckerFR/wheelFR/TireFR/OFFSET/discbrake(frxxx)",0,"",17334,"Database/DatabaseBody/Spindle_FR",24047,"Discbrake_FR",22276,"SATSUMA(557kg, 248)/FR/AckerFR/wheelFR/SpindleFR/OFFSET/spindle fr(xxxxx)",0,"",0,"",EvidenceBackedNullDonorObjectException,true,true
104384,1003,37060,"trigger_door_left","SATSUMA(557kg, 248)/Body/trigger_door_left","door left(Clone)",0,"","",0,"",0,"",22973,"Door_Left",0,"",9293,"SATSUMA(557kg, 248)/Body/pivot_door_left",0,"",NotReferenced,false,false
104362,932,36990,"trigger_door_right","SATSUMA(557kg, 248)/Body/trigger_door_right","door right(Clone)",0,"","",0,"",0,"",15027,"Door_Right",0,"",25929,"SATSUMA(557kg, 248)/Body/pivot_door_right",0,"",NotReferenced,false,false
112903,30683,66735,"trigger_drumbrake_rl","SATSUMA(557kg, 248)/RL/wheelRL/TireRL/trigger_drumbrake_rl","drum brake(Clone)",4017,"SATSUMA(557kg, 248)/RL/wheelRL/TireRL/drumbrake rl(xxxxx)","ActivateThis=4017:SATSUMA(557kg, 248)/RL/wheelRL/TireRL/drumbrake rl(xxxxx)",0,"",20467,"Database/DatabaseBody/Trailarm_RL",29640,"Drumbrake_RL",11502,"SATSUMA(557kg, 248)/Chassis/RL/TrailArm/Arm/trail arm rl(xxxxx)",0,"",0,"",EvidenceBackedNullDonorObjectException,true,true
106461,8442,44492,"trigger_drumbrake_rr","SATSUMA(557kg, 248)/RR/wheelRR/TireRR/trigger_drumbrake_rr","drum brake(Clone)",9316,"SATSUMA(557kg, 248)/RR/wheelRR/TireRR/drumbrake rr(xxxxx)","ActivateThis=9316:SATSUMA(557kg, 248)/RR/wheelRR/TireRR/drumbrake rr(xxxxx)",0,"",15865,"Database/DatabaseBody/Trailarm_RR",2003,"Drumbrake_RR",33251,"SATSUMA(557kg, 248)/Chassis/RR/TrailArm/Arm/trail arm rr(xxxxx)",0,"",0,"",EvidenceBackedNullDonorObjectException,true,true
110624,23091,59147,"trigger_electrics","SATSUMA(557kg, 248)/MiscParts/trigger_electrics","electrics(Clone)",0,"","",0,"",0,"",31811,"Electrics",0,"",22881,"SATSUMA(557kg, 248)/MiscParts/pivot_electrics",0,"",EvidenceBackedNullDonorObjectException,true,false
112260,28646,64701,"trigger_exhaust pipe","SATSUMA(557kg, 248)/MiscParts/Triggers Exhaust Pipes/trigger_exhaust pipe","exhaust pipe(Clone)",0,"","",0,"",0,"",33059,"ExhaustPipe",0,"",23117,"SATSUMA(557kg, 248)/MiscParts/pivot_exhaust pipe",0,"",NotReferenced,false,false
111583,26615,62672,"trigger_exhaust_dual_tip","SATSUMA(557kg, 248)/MiscParts/trigger_exhaust_dual_tip","exhaust dual tip(Clone)",0,"","",0,"",0,"",20279,"ExhaustDualTip",0,"",34926,"SATSUMA(557kg, 248)/MiscParts/pivot_exhaust_dual_tip",0,"",EvidenceBackedNullDonorObjectException,true,true
110110,21331,57391,"trigger_exhaust_muffler","SATSUMA(557kg, 248)/MiscParts/Triggers Mufflers/trigger_exhaust_muffler","exhaust muffler(Clone)",0,"","",0,"",0,"",26370,"ExhaustMuffler",0,"",30289,"SATSUMA(557kg, 248)/MiscParts/pivot_exhaust_muffler",0,"",NotReferenced,false,false
112261,28651,64706,"trigger_extinguisher","SATSUMA(557kg, 248)/Interior/fire extinguisher holder(xxxxx)/trigger_extinguisher","fire extinguisher(itemx)",0,"","",0,"",0,"",0,"",0,"",0,"",0,"",NotReferenced,false,false
106201,7499,43558,"trigger_extinguisher_holder","SATSUMA(557kg, 248)/Interior/trigger_extinguisher_holder","fire extinguisher holder(Clone)",23197,"SATSUMA(557kg, 248)/Interior/fire extinguisher holder(xxxxx)","ActivateThis=23197:SATSUMA(557kg, 248)/Interior/fire extinguisher holder(xxxxx)",0,"",0,"",2351,"Extinguisher Holder",0,"",0,"",0,"",NotReferenced,false,false
105585,5279,41332,"trigger_fender_left","SATSUMA(557kg, 248)/Body/trigger_fender_left","fender left(Clone)",0,"","",0,"",0,"",3434,"Fender_Left",0,"",33493,"SATSUMA(557kg, 248)/Body/pivot_fender_left",0,"",EvidenceBackedNullDonorObjectException,true,false
111305,25426,61486,"trigger_fender_right","SATSUMA(557kg, 248)/Body/trigger_fender_right","fender right(Clone)",0,"","",0,"",0,"",11945,"Fender_Right",0,"",11703,"SATSUMA(557kg, 248)/Body/pivot_fender_right",0,"",EvidenceBackedNullDonorObjectException,true,false
104430,1207,37265,"trigger_flare_rl","SATSUMA(557kg, 248)/Body/trigger_flare_rl","fender flare rl(Clone)",0,"","",0,"",0,"",6590,"Flares_RL",0,"",13125,"SATSUMA(557kg, 248)/Body/pivot_flares_rl",0,"",EvidenceBackedNullDonorObjectException,true,false
114353,35922,71968,"trigger_flare_rr","SATSUMA(557kg, 248)/Body/trigger_flare_rr","fender flare rr(Clone)",0,"","",0,"",0,"",7878,"Flares_RR",0,"",2358,"SATSUMA(557kg, 248)/Body/pivot_flares_rr",0,"",EvidenceBackedNullDonorObjectException,true,false
110508,22643,58695,"trigger_fuel_strainer","SATSUMA(557kg, 248)/MiscParts/trigger_fuel_strainer","fuel strainer(Clone)",892,"SATSUMA(557kg, 248)/MiscParts/fuel strainer(xxxxx)","ActivateThis=892:SATSUMA(557kg, 248)/MiscParts/fuel strainer(xxxxx)",0,"",0,"",481,"FuelStrainer",0,"",0,"",0,"",NotReferenced,false,false
107133,10625,46680,"trigger_fuel_tank","SATSUMA(557kg, 248)/MiscParts/trigger_fuel_tank","fuel tank(Clone)",0,"","",0,"",0,"",12246,"FuelTank",0,"",10512,"SATSUMA(557kg, 248)/MiscParts/pivot_fuel_tank",0,"",NotReferenced,false,false
109468,19085,55144,"trigger_fuel_tank_pipe","SATSUMA(557kg, 248)/MiscParts/trigger_fuel_tank_pipe","fuel tank pipe(Clone)",30200,"SATSUMA(557kg, 248)/MiscParts/fuel tank pipe(xxxxx)","ActivateThis=30200:SATSUMA(557kg, 248)/MiscParts/fuel tank pipe(xxxxx)",0,"",0,"",30714,"FuelTankPipe",0,"",0,"",0,"",NotReferenced,false,false
110830,23863,59925,"trigger_fur_dices","SATSUMA(557kg, 248)/Interior/trigger_fur_dices","fur dices(Clone)",26689,"SATSUMA(557kg, 248)/Interior/fur dices(xxxxx)","ActivateThis=26689:SATSUMA(557kg, 248)/Interior/fur dices(xxxxx)",0,"",0,"",24650,"FurDices",0,"",0,"",0,"",NotReferenced,false,false
113720,33536,69595,"trigger_gear_linkage","SATSUMA(557kg, 248)/MiscParts/trigger_gear_linkage","gear linkage(Clone)",2883,"SATSUMA(557kg, 248)/MiscParts/gear linkage(xxxxx)","ActivateThis=2883:SATSUMA(557kg, 248)/MiscParts/gear linkage(xxxxx)",0,"",0,"",6190,"GearLinkage",0,"",0,"",0,"",NotReferenced,false,false
109134,17765,53824,"trigger_gear_stick","SATSUMA(557kg, 248)/Dashboard/trigger_gear_stick","",22967,"SATSUMA(557kg, 248)/Dashboard/gear stick(xxxxx)","ActivateThis1=22967:SATSUMA(557kg, 248)/Dashboard/gear stick(xxxxx)|ActivateThis2=28925:SATSUMA(557kg, 248)/Dashboard/center console gt(xxxxx)",0,"",0,"",0,"",0,"",0,"",0,"",NotReferenced,false,false
112606,29747,65796,"trigger_grille","SATSUMA(557kg, 248)/Body/trigger_grille","",0,"","",0,"",0,"",0,"",0,"",0,"",0,"",EvidenceBackedNullDonorObjectException,true,false
108507,15441,51496,"trigger_halfshaft_fl","SATSUMA(557kg, 248)/Chassis/FL/trigger_halfshaft_fl","halfshaft(Clone)",12290,"SATSUMA(557kg, 248)/Chassis/FL/halfshaft_fl","ActivateThis=12290:SATSUMA(557kg, 248)/Chassis/FL/halfshaft_fl",0,"",24557,"Database/DatabaseBody/Discbrake_FL",32554,"Halfshaft_FL",0,"",0,"",0,"",NotReferenced,false,true
110985,24375,60437,"trigger_halfshaft_fr","SATSUMA(557kg, 248)/Chassis/FR/trigger_halfshaft_fr","halfshaft(Clone)",24372,"SATSUMA(557kg, 248)/Chassis/FR/halfshaft_fr","ActivateThis=24372:SATSUMA(557kg, 248)/Chassis/FR/halfshaft_fr",0,"",24047,"Database/DatabaseBody/Discbrake_FR",34206,"Halfshaft_FR",0,"",0,"",0,"",NotReferenced,false,true
110639,23163,59219,"trigger_handbrake","SATSUMA(557kg, 248)/MiscParts/HandBrake/trigger_handbrake","handbrake(Clone)",29367,"SATSUMA(557kg, 248)/MiscParts/HandBrake/handbrake(xxxxx)","ActivateThis=29367:SATSUMA(557kg, 248)/MiscParts/HandBrake/handbrake(xxxxx)",0,"",0,"",35709,"Handbrake",0,"",0,"",0,"",NotReferenced,false,false
109606,19568,55632,"trigger_headlight_left","SATSUMA(557kg, 248)/MiscParts/trigger_headlight_left","headlight left(Clone)",0,"","",0,"",0,"",557,"HeadlightLeft1",0,"",34037,"SATSUMA(557kg, 248)/MiscParts/pivot_headlight_left",0,"",EvidenceBackedNullDonorObjectException,true,false
111086,24796,60855,"trigger_headlight_right","SATSUMA(557kg, 248)/MiscParts/trigger_headlight_right","headlight right(Clone)",0,"","",0,"",0,"",5205,"HeadlightRight1",0,"",2945,"SATSUMA(557kg, 248)/MiscParts/pivot_headlight_right",0,"",EvidenceBackedNullDonorObjectException,true,false
110092,21246,57309,"trigger_hood","SATSUMA(557kg, 248)/Body/trigger_hood","",0,"","",0,"",0,"",90,"Hood",0,"",11832,"SATSUMA(557kg, 248)/Body/pivot_hood",0,"",NotReferenced,false,false
106833,9548,45602,"trigger_long_coilspring_rl","SATSUMA(557kg, 248)/Chassis/RL/TriggersCoilspringRL/trigger_long_coilspring_rl","long coil spring(Clone)",30446,"SATSUMA(557kg, 248)/Chassis/RL/long coil spring(rlxxx)","ActivateThis=30446:SATSUMA(557kg, 248)/Chassis/RL/long coil spring(rlxxx)",20467,"Database/DatabaseBody/Trailarm_RL",0,"",17940,"Coilspring_Long_RL",11502,"SATSUMA(557kg, 248)/Chassis/RL/TrailArm/Arm/trail arm rl(xxxxx)",0,"",0,"",NotReferenced,false,true
112496,29330,65380,"trigger_long_coilspring_rr","SATSUMA(557kg, 248)/Chassis/RR/TriggersCoilspringRR/trigger_long_coilspring_rr","long coil spring(Clone)",11744,"SATSUMA(557kg, 248)/Chassis/RR/long coil spring(rrxxx)","ActivateThis=11744:SATSUMA(557kg, 248)/Chassis/RR/long coil spring(rrxxx)",15865,"Database/DatabaseBody/Trailarm_RR",0,"",16483,"Coilspring_Long_RR",33251,"SATSUMA(557kg, 248)/Chassis/RR/TrailArm/Arm/trail arm rr(xxxxx)",0,"",0,"",NotReferenced,false,true
104186,282,36328,"trigger_marker_left","SATSUMA(557kg, 248)/MiscParts/trigger_marker_left","marker light left(Clone)",5023,"SATSUMA(557kg, 248)/MiscParts/marker light left(xxxxx)","ActivateThis=5023:SATSUMA(557kg, 248)/MiscParts/marker light left(xxxxx)",0,"",0,"",21418,"Marker Light Left",0,"",0,"",0,"",NotReferenced,false,false
108895,16902,52963,"trigger_marker_right","SATSUMA(557kg, 248)/MiscParts/trigger_marker_right","marker light right(Clone)",8028,"SATSUMA(557kg, 248)/MiscParts/marker light right(xxxxx)","ActivateThis=8028:SATSUMA(557kg, 248)/MiscParts/marker light right(xxxxx)",0,"",0,"",8361,"Marker Light Right",0,"",0,"",0,"",NotReferenced,false,false
108140,14022,50080,"trigger_mudflap_rl","SATSUMA(557kg, 248)/MiscParts/trigger_mudflap_rl","mudflap rl(Clone)",29007,"SATSUMA(557kg, 248)/MiscParts/mudflap rl(xxxxx)","ActivateThis=29007:SATSUMA(557kg, 248)/MiscParts/mudflap rl(xxxxx)",0,"",0,"",17085,"Mudflap_RL",0,"",0,"",0,"",NotReferenced,false,false
111613,26720,62775,"trigger_mudflap_rr","SATSUMA(557kg, 248)/MiscParts/trigger_mudflap_rr","mudflap rr(Clone)",29405,"SATSUMA(557kg, 248)/MiscParts/mudflap rr(xxxxx)","ActivateThis=29405:SATSUMA(557kg, 248)/MiscParts/mudflap rr(xxxxx)",0,"",0,"",7791,"Mudflap_RR",0,"",0,"",0,"",NotReferenced,false,false
110094,21251,57314,"trigger_n2o_bottle","SATSUMA(557kg, 248)/Interior/n2o bottle holder(xxxxx)/trigger_n2o_bottle","n2o bottle(Clone)",0,"","",0,"",18235,"Database/DatabaseOrders/N2O Bottle Holder",24870,"N2O Bottle",20176,"SATSUMA(557kg, 248)/Interior/n2o bottle holder(xxxxx)",0,"",0,"",NotReferenced,false,true
111062,24691,60753,"trigger_n2o_holder","SATSUMA(557kg, 248)/Interior/trigger_n2o_holder","n2o bottle holder(Clone)",20176,"SATSUMA(557kg, 248)/Interior/n2o bottle holder(xxxxx)","ActivateThis=20176:SATSUMA(557kg, 248)/Interior/n2o bottle holder(xxxxx)",0,"",0,"",18235,"N2O Bottle Holder",0,"",0,"",0,"",NotReferenced,false,false
112214,28522,64576,"trigger_panel_stock","SATSUMA(557kg, 248)/Interior/TriggersRearPanel/trigger_panel_stock","back panel(Clone)",0,"","",0,"",0,"",10869,"Stock_back_panel",0,"",20545,"SATSUMA(557kg, 248)/Interior/pivot_panel_back",0,"",EvidenceBackedNullDonorObjectException,true,false
111865,27498,63551,"trigger_panel_subwoofer","SATSUMA(557kg, 248)/Interior/TriggersRearPanel/trigger_panel_subwoofer","subwoofer panel(Clone)",0,"","",0,"",0,"",18166,"Subwoofer_panel",0,"",20545,"SATSUMA(557kg, 248)/Interior/pivot_panel_back",0,"",EvidenceBackedNullDonorObjectException,true,false
108804,16574,52638,"trigger_racing exhaust","SATSUMA(557kg, 248)/MiscParts/Triggers Exhaust Pipes/trigger_racing exhaust","racing exhaust(Clone)",0,"","",0,"",0,"",2671,"Racing Exhaust",0,"",23117,"SATSUMA(557kg, 248)/MiscParts/pivot_exhaust pipe",0,"",NotReferenced,false,false
105206,3901,39959,"trigger_racing_harness","SATSUMA(557kg, 248)/Interior/roll cage(xxxxx)/trigger_racing_harness","racing harness(Clone)",26083,"SATSUMA(557kg, 248)/Interior/racing harness(xxxxx)","ActivateThis=26083:SATSUMA(557kg, 248)/Interior/racing harness(xxxxx)",0,"",14248,"Database/DatabaseOrders/Bucket Seat Driver",35820,"Racing Harness",0,"",0,"",0,"",NotReferenced,false,false
112546,29515,65563,"trigger_racing_muffler","SATSUMA(557kg, 248)/MiscParts/Triggers Mufflers/trigger_racing_muffler","racing muffler(Clone)",0,"","",0,"",0,"",30815,"Racing Muffler",0,"",30289,"SATSUMA(557kg, 248)/MiscParts/pivot_exhaust_muffler",0,"",NotReferenced,false,false
104174,232,36277,"trigger_radiator","SATSUMA(557kg, 248)/MiscParts/trigger_radiator","radiator(Clone)",35566,"SATSUMA(557kg, 248)/MiscParts/radiator(xxxxx)","ActivateThis1=35566:SATSUMA(557kg, 248)/MiscParts/radiator(xxxxx)|ActivateThis2=5365:SATSUMA(557kg, 248)/MiscParts/racing radiator(xxxxx)",0,"",0,"",0,"",0,"",0,"",0,"",NotReferenced,false,false
104356,896,36951,"trigger_radiator_hose1","SATSUMA(557kg, 248)/MiscParts/trigger_radiator_hose1","radiator hose1(Clone)",30269,"SATSUMA(557kg, 248)/MiscParts/radiator hose1(xxxxx)","ActivateThis=30269:SATSUMA(557kg, 248)/MiscParts/radiator hose1(xxxxx)",0,"",0,"",1786,"RadiatorHose1",0,"",0,"",0,"",NotReferenced,false,false
111204,25171,61228,"trigger_radiator_hose3","SATSUMA(557kg, 248)/MiscParts/trigger_radiator_hose3","radiator hose3(Clone)",28784,"SATSUMA(557kg, 248)/MiscParts/radiator hose3(xxxxx)","ActivateThis=28784:SATSUMA(557kg, 248)/MiscParts/radiator hose3(xxxxx)",0,"",0,"",12666,"RadiatorHose3",0,"",0,"",0,"",NotReferenced,false,false
106774,9401,45457,"trigger_rearlight_left","SATSUMA(557kg, 248)/MiscParts/trigger_rearlight_left","rear light left(Clone)",8371,"SATSUMA(557kg, 248)/MiscParts/rearlight(leftx)","ActivateThis=8371:SATSUMA(557kg, 248)/MiscParts/rearlight(leftx)",0,"",0,"",15725,"RearLightLeft",0,"",0,"",0,"",NotReferenced,false,false
107448,11740,47789,"trigger_rearlight_right","SATSUMA(557kg, 248)/MiscParts/trigger_rearlight_right","rear light right(Clone)",29626,"SATSUMA(557kg, 248)/MiscParts/rearlight(right)","ActivateThis=29626:SATSUMA(557kg, 248)/MiscParts/rearlight(right)",0,"",0,"",4683,"RearLightRight",0,"",0,"",0,"",NotReferenced,false,false
106891,9777,45829,"trigger_seat_driver","SATSUMA(557kg, 248)/Interior/TriggersSeatDriver/trigger_seat_driver","seat driver(Clone)",0,"","",0,"",0,"",4742,"Seat_Driver",0,"",29516,"SATSUMA(557kg, 248)/Interior/pivot_seat_driver",0,"",EvidenceBackedNullDonorObjectException,true,false
