PartDefinitionId,PartRootTransformId,ComponentId,GameObjectId,HierarchyPath,FsmName,Actions
"vehicle.satsuma.part.bootlid",57097,110021,21036,"CARPARTS/PartsCar/bootlid(Clone)","Removal","HutongGames.PlayMaker.Actions.ActivateGameObject;HutongGames.PlayMaker.Actions.ArrayListResetValues;HutongGames.PlayMaker.Actions.BoolTest;HutongGames.PlayMaker.Actions.DestroyComponent;HutongGames.PlayMaker.Actions.EnableFSM;HutongGames.PlayMaker.Actions.GetChild;HutongGames.PlayMaker.Actions.GetFsmBool;HutongGames.PlayMaker.Actions.GetMouseButtonDown;HutongGames.PlayMaker.Actions.GetParent;HutongGames.PlayMaker.Actions.HasComponent;HutongGames.PlayMaker.Actions.MousePickEvent;HutongGames.PlayMaker.Actions.SetBoolValue;HutongGames.PlayMaker.Actions.SetFsmBool;HutongGames.PlayMaker.Actions.SetFsmFloat;HutongGames.PlayMaker.Actions.SetJointConnectedBody;HutongGames.PlayMaker.Actions.SetParent;HutongGames.PlayMaker.Actions.SetTag;HutongGames.PlayMaker.Actions.Wait"
"vehicle.satsuma.part.bootlid",57097,110022,21036,"CARPARTS/PartsCar/bootlid(Clone)","",""
"vehicle.satsuma.part.bootlid",57097,110023,21036,"CARPARTS/PartsCar/bootlid(Clone)","Save","HutongGames.PlayMaker.Actions.SetProperty;HutongGames.PlayMaker.Actions.Wait"
"vehicle.satsuma.part.bootlid",57097,110024,21036,"CARPARTS/PartsCar/bootlid(Clone)","",""
"vehicle.satsuma.part.bootlid",57097,113767,33679,"CARPARTS/PartsCar/bootlid(Clone)/hooks/BoltPM","Screw","HutongGames.PlayMaker.Actions.AddFsmFloat;HutongGames.PlayMaker.Actions.ArrayListGet;HutongGames.PlayMaker.Actions.ArrayListSet;HutongGames.PlayMaker.Actions.ConvertStringToInt;HutongGames.PlayMaker.Actions.GetChild;HutongGames.PlayMaker.Actions.GetName;HutongGames.PlayMaker.Actions.GetStringRight;HutongGames.PlayMaker.Actions.IntAdd;HutongGames.PlayMaker.Actions.IntClamp;HutongGames.PlayMaker.Actions.IntCompare;HutongGames.PlayMaker.Actions.SetFsmInt;HutongGames.PlayMaker.Actions.SetPosition;HutongGames.PlayMaker.Actions.SetProperty;HutongGames.PlayMaker.Actions.SetRotation;HutongGames.PlayMaker.Actions.Wait"
"vehicle.satsuma.part.bootlid",57097,114253,35558,"CARPARTS/PartsCar/bootlid(Clone)/trigger_rear_spoiler","Assembly","HutongGames.PlayMaker.Actions.ActivateGameObject;HutongGames.PlayMaker.Actions.BoolTest;HutongGames.PlayMaker.Actions.DestroyComponent;HutongGames.PlayMaker.Actions.EnableFSM;HutongGames.PlayMaker.Actions.GameObjectCompare;HutongGames.PlayMaker.Actions.GetChild;HutongGames.PlayMaker.Actions.GetMouseButtonDown;HutongGames.PlayMaker.Actions.IsActive;HutongGames.PlayMaker.Actions.SetBoolValue;HutongGames.PlayMaker.Actions.SetFsmBool;HutongGames.PlayMaker.Actions.SetParent;HutongGames.PlayMaker.Actions.SetTag;HutongGames.PlayMaker.Actions.TriggerEvent;HutongGames.PlayMaker.Actions.Wait"
"vehicle.satsuma.part.door-left",59626,106279,7784,"CARPARTS/PartsCar/door left(Clone)/opener","Knob","HutongGames.PlayMaker.Actions.FloatCompare;HutongGames.PlayMaker.Actions.GetAxis;HutongGames.PlayMaker.Actions.MousePickEvent;HutongGames.PlayMaker.Actions.Rotate;HutongGames.PlayMaker.Actions.SetBoolValue;HutongGames.PlayMaker.Actions.SetStringValue;HutongGames.PlayMaker.Actions.iTweenMoveUpdate;HutongGames.PlayMaker.Actions.iTweenRotateUpdate"
"vehicle.satsuma.part.door-left",59626,106732,9270,"CARPARTS/PartsCar/door left(Clone)/Bolts/BoltPM","Screw","HutongGames.PlayMaker.Actions.AddFsmFloat;HutongGames.PlayMaker.Actions.ArrayListGet;HutongGames.PlayMaker.Actions.ArrayListSet;HutongGames.PlayMaker.Actions.ConvertStringToInt;HutongGames.PlayMaker.Actions.GetChild;HutongGames.PlayMaker.Actions.GetName;HutongGames.PlayMaker.Actions.GetStringRight;HutongGames.PlayMaker.Actions.IntAdd;HutongGames.PlayMaker.Actions.IntClamp;HutongGames.PlayMaker.Actions.IntCompare;HutongGames.PlayMaker.Actions.SetFsmInt;HutongGames.PlayMaker.Actions.SetPosition;HutongGames.PlayMaker.Actions.SetProperty;HutongGames.PlayMaker.Actions.SetRotation;HutongGames.PlayMaker.Actions.Wait"
"vehicle.satsuma.part.door-left",59626,107725,12655,"CARPARTS/PartsCar/door left(Clone)/Bolts/BoltPM","Screw","HutongGames.PlayMaker.Actions.AddFsmFloat;HutongGames.PlayMaker.Actions.ArrayListGet;HutongGames.PlayMaker.Actions.ArrayListSet;HutongGames.PlayMaker.Actions.ConvertStringToInt;HutongGames.PlayMaker.Actions.GetChild;HutongGames.PlayMaker.Actions.GetName;HutongGames.PlayMaker.Actions.GetStringRight;HutongGames.PlayMaker.Actions.IntAdd;HutongGames.PlayMaker.Actions.IntClamp;HutongGames.PlayMaker.Actions.IntCompare;HutongGames.PlayMaker.Actions.SetFsmInt;HutongGames.PlayMaker.Actions.SetPosition;HutongGames.PlayMaker.Actions.SetProperty;HutongGames.PlayMaker.Actions.SetRotation;HutongGames.PlayMaker.Actions.Wait"
"vehicle.satsuma.part.door-left",59626,109636,19654,"CARPARTS/PartsCar/door left(Clone)/Bolts/BoltPM","Screw","HutongGames.PlayMaker.Actions.AddFsmFloat;HutongGames.PlayMaker.Actions.ArrayListGet;HutongGames.PlayMaker.Actions.ArrayListSet;HutongGames.PlayMaker.Actions.ConvertStringToInt;HutongGames.PlayMaker.Actions.GetChild;HutongGames.PlayMaker.Actions.GetName;HutongGames.PlayMaker.Actions.GetStringRight;HutongGames.PlayMaker.Actions.IntAdd;HutongGames.PlayMaker.Actions.IntClamp;HutongGames.PlayMaker.Actions.IntCompare;HutongGames.PlayMaker.Actions.SetFsmInt;HutongGames.PlayMaker.Actions.SetPosition;HutongGames.PlayMaker.Actions.SetProperty;HutongGames.PlayMaker.Actions.SetRotation;HutongGames.PlayMaker.Actions.Wait"
"vehicle.satsuma.part.door-left",59626,110757,23566,"CARPARTS/PartsCar/door left(Clone)","Paint","HutongGames.PlayMaker.Actions.BuildString;HutongGames.PlayMaker.Actions.Exists;HutongGames.PlayMaker.Actions.GetName;HutongGames.PlayMaker.Actions.GetOwner;HutongGames.PlayMaker.Actions.GetProperty;HutongGames.PlayMaker.Actions.IntCompare;HutongGames.PlayMaker.Actions.LoadColor;HutongGames.PlayMaker.Actions.LoadInt;HutongGames.PlayMaker.Actions.SaveColor;HutongGames.PlayMaker.Actions.SaveInt;HutongGames.PlayMaker.Actions.SetFsmBool;HutongGames.PlayMaker.Actions.SetMaterial;HutongGames.PlayMaker.Actions.SetProperty;HutongGames.PlayMaker.Actions.Wait"
"vehicle.satsuma.part.door-left",59626,110758,23566,"CARPARTS/PartsCar/door left(Clone)","",""
"vehicle.satsuma.part.door-left",59626,110759,23566,"CARPARTS/PartsCar/door left(Clone)","",""
"vehicle.satsuma.part.door-left",59626,110760,23566,"CARPARTS/PartsCar/door left(Clone)","Removal","HutongGames.PlayMaker.Actions.ActivateGameObject;HutongGames.PlayMaker.Actions.ArrayListResetValues;HutongGames.PlayMaker.Actions.BoolTest;HutongGames.PlayMaker.Actions.DestroyComponent;HutongGames.PlayMaker.Actions.EnableFSM;HutongGames.PlayMaker.Actions.GetFsmBool;HutongGames.PlayMaker.Actions.GetMouseButtonDown;HutongGames.PlayMaker.Actions.HasComponent;HutongGames.PlayMaker.Actions.MousePickEvent;HutongGames.PlayMaker.Actions.SetBoolValue;HutongGames.PlayMaker.Actions.SetFsmBool;HutongGames.PlayMaker.Actions.SetFsmFloat;HutongGames.PlayMaker.Actions.SetJointConnectedBody;HutongGames.PlayMaker.Actions.SetParent;HutongGames.PlayMaker.Actions.SetTag;HutongGames.PlayMaker.Actions.Wait"
"vehicle.satsuma.part.door-left",59626,110761,23566,"CARPARTS/PartsCar/door left(Clone)","BoltCheck","HutongGames.PlayMaker.Actions.ArrayListEasyLoad;HutongGames.PlayMaker.Actions.ArrayListEasySave;HutongGames.PlayMaker.Actions.BuildString;HutongGames.PlayMaker.Actions.Exists;HutongGames.PlayMaker.Actions.FloatCompare;HutongGames.PlayMaker.Actions.FloatOperator;HutongGames.PlayMaker.Actions.GetComponent;HutongGames.PlayMaker.Actions.GetName;HutongGames.PlayMaker.Actions.LoadFloat;HutongGames.PlayMaker.Actions.SaveFloat;HutongGames.PlayMaker.Actions.SetFsmBool;HutongGames.PlayMaker.Actions.SetProperty"
"vehicle.satsuma.part.door-left",59626,110762,23566,"CARPARTS/PartsCar/door left(Clone)","Use","HutongGames.PlayMaker.Actions.AddComponent;HutongGames.PlayMaker.Actions.AddTorque;HutongGames.PlayMaker.Actions.BoolTest;HutongGames.PlayMaker.Actions.DestroyComponent;HutongGames.PlayMaker.Actions.FloatCompare;HutongGames.PlayMaker.Actions.GetMouseButtonDown;HutongGames.PlayMaker.Actions.GetMouseButtonUp;HutongGames.PlayMaker.Actions.GetRotation;HutongGames.PlayMaker.Actions.MousePickEvent;HutongGames.PlayMaker.Actions.SetBoolValue;HutongGames.PlayMaker.Actions.SetFsmBool;HutongGames.PlayMaker.Actions.SetHingeJointLimits;HutongGames.PlayMaker.Actions.SetProperty;HutongGames.PlayMaker.Actions.SetRotation;HutongGames.PlayMaker.Actions.Wait"
"vehicle.satsuma.part.door-left",59626,110763,23566,"CARPARTS/PartsCar/door left(Clone)","Save","HutongGames.PlayMaker.Actions.SetProperty;HutongGames.PlayMaker.Actions.Wait"
"vehicle.satsuma.part.door-left",59626,110764,23566,"CARPARTS/PartsCar/door left(Clone)","",""
"vehicle.satsuma.part.door-left",59626,113659,33330,"CARPARTS/PartsCar/door left(Clone)/Bolts/BoltPM","Screw","HutongGames.PlayMaker.Actions.AddFsmFloat;HutongGames.PlayMaker.Actions.ArrayListGet;HutongGames.PlayMaker.Actions.ArrayListSet;HutongGames.PlayMaker.Actions.ConvertStringToInt;HutongGames.PlayMaker.Actions.GetChild;HutongGames.PlayMaker.Actions.GetName;HutongGames.PlayMaker.Actions.GetStringRight;HutongGames.PlayMaker.Actions.IntAdd;HutongGames.PlayMaker.Actions.IntClamp;HutongGames.PlayMaker.Actions.IntCompare;HutongGames.PlayMaker.Actions.SetFsmInt;HutongGames.PlayMaker.Actions.SetPosition;HutongGames.PlayMaker.Actions.SetProperty;HutongGames.PlayMaker.Actions.SetRotation;HutongGames.PlayMaker.Actions.Wait"
"vehicle.satsuma.part.door-right",66117,106423,8303,"CARPARTS/PartsCar/door right(Clone)/Bolts/BoltPM","Screw","HutongGames.PlayMaker.Actions.AddFsmFloat;HutongGames.PlayMaker.Actions.ArrayListGet;HutongGames.PlayMaker.Actions.ArrayListSet;HutongGames.PlayMaker.Actions.ConvertStringToInt;HutongGames.PlayMaker.Actions.GetChild;HutongGames.PlayMaker.Actions.GetName;HutongGames.PlayMaker.Actions.GetStringRight;HutongGames.PlayMaker.Actions.IntAdd;HutongGames.PlayMaker.Actions.IntClamp;HutongGames.PlayMaker.Actions.IntCompare;HutongGames.PlayMaker.Actions.SetFsmInt;HutongGames.PlayMaker.Actions.SetPosition;HutongGames.PlayMaker.Actions.SetProperty;HutongGames.PlayMaker.Actions.SetRotation;HutongGames.PlayMaker.Actions.Wait"
"vehicle.satsuma.part.door-right",66117,109684,19856,"CARPARTS/PartsCar/door right(Clone)/Bolts/BoltPM","Screw","HutongGames.PlayMaker.Actions.AddFsmFloat;HutongGames.PlayMaker.Actions.ArrayListGet;HutongGames.PlayMaker.Actions.ArrayListSet;HutongGames.PlayMaker.Actions.ConvertStringToInt;HutongGames.PlayMaker.Actions.GetChild;HutongGames.PlayMaker.Actions.GetName;HutongGames.PlayMaker.Actions.GetStringRight;HutongGames.PlayMaker.Actions.IntAdd;HutongGames.PlayMaker.Actions.IntClamp;HutongGames.PlayMaker.Actions.IntCompare;HutongGames.PlayMaker.Actions.SetFsmInt;HutongGames.PlayMaker.Actions.SetPosition;HutongGames.PlayMaker.Actions.SetProperty;HutongGames.PlayMaker.Actions.SetRotation;HutongGames.PlayMaker.Actions.Wait"
"vehicle.satsuma.part.door-right",66117,110726,23401,"CARPARTS/PartsCar/door right(Clone)/Bolts/BoltPM","Screw","HutongGames.PlayMaker.Actions.AddFsmFloat;HutongGames.PlayMaker.Actions.ArrayListGet;HutongGames.PlayMaker.Actions.ArrayListSet;HutongGames.PlayMaker.Actions.ConvertStringToInt;HutongGames.PlayMaker.Actions.GetChild;HutongGames.PlayMaker.Actions.GetName;HutongGames.PlayMaker.Actions.GetStringRight;HutongGames.PlayMaker.Actions.IntAdd;HutongGames.PlayMaker.Actions.IntClamp;HutongGames.PlayMaker.Actions.IntCompare;HutongGames.PlayMaker.Actions.SetFsmInt;HutongGames.PlayMaker.Actions.SetPosition;HutongGames.PlayMaker.Actions.SetProperty;HutongGames.PlayMaker.Actions.SetRotation;HutongGames.PlayMaker.Actions.Wait"
"vehicle.satsuma.part.door-right",66117,112175,28396,"CARPARTS/PartsCar/door right(Clone)/opener","Knob","HutongGames.PlayMaker.Actions.FloatCompare;HutongGames.PlayMaker.Actions.GetAxis;HutongGames.PlayMaker.Actions.MousePickEvent;HutongGames.PlayMaker.Actions.Rotate;HutongGames.PlayMaker.Actions.SetBoolValue;HutongGames.PlayMaker.Actions.SetStringValue;HutongGames.PlayMaker.Actions.iTweenMoveUpdate;HutongGames.PlayMaker.Actions.iTweenRotateUpdate"
"vehicle.satsuma.part.door-right",66117,112701,30067,"CARPARTS/PartsCar/door right(Clone)","Paint","HutongGames.PlayMaker.Actions.BuildString;HutongGames.PlayMaker.Actions.Exists;HutongGames.PlayMaker.Actions.GetName;HutongGames.PlayMaker.Actions.GetOwner;HutongGames.PlayMaker.Actions.GetProperty;HutongGames.PlayMaker.Actions.IntCompare;HutongGames.PlayMaker.Actions.LoadColor;HutongGames.PlayMaker.Actions.LoadInt;HutongGames.PlayMaker.Actions.SaveColor;HutongGames.PlayMaker.Actions.SaveInt;HutongGames.PlayMaker.Actions.SetFsmBool;HutongGames.PlayMaker.Actions.SetMaterial;HutongGames.PlayMaker.Actions.SetProperty;HutongGames.PlayMaker.Actions.Wait"
"vehicle.satsuma.part.door-right",66117,112702,30067,"CARPARTS/PartsCar/door right(Clone)","",""
"vehicle.satsuma.part.door-right",66117,112703,30067,"CARPARTS/PartsCar/door right(Clone)","",""
"vehicle.satsuma.part.door-right",66117,112704,30067,"CARPARTS/PartsCar/door right(Clone)","Removal","HutongGames.PlayMaker.Actions.ActivateGameObject;HutongGames.PlayMaker.Actions.ArrayListResetValues;HutongGames.PlayMaker.Actions.BoolTest;HutongGames.PlayMaker.Actions.DestroyComponent;HutongGames.PlayMaker.Actions.EnableFSM;HutongGames.PlayMaker.Actions.GetFsmBool;HutongGames.PlayMaker.Actions.GetMouseButtonDown;HutongGames.PlayMaker.Actions.HasComponent;HutongGames.PlayMaker.Actions.MousePickEvent;HutongGames.PlayMaker.Actions.SetBoolValue;HutongGames.PlayMaker.Actions.SetFsmBool;HutongGames.PlayMaker.Actions.SetFsmFloat;HutongGames.PlayMaker.Actions.SetJointConnectedBody;HutongGames.PlayMaker.Actions.SetParent;HutongGames.PlayMaker.Actions.SetTag;HutongGames.PlayMaker.Actions.Wait"
"vehicle.satsuma.part.door-right",66117,112705,30067,"CARPARTS/PartsCar/door right(Clone)","BoltCheck","HutongGames.PlayMaker.Actions.ArrayListEasyLoad;HutongGames.PlayMaker.Actions.ArrayListEasySave;HutongGames.PlayMaker.Actions.BuildString;HutongGames.PlayMaker.Actions.Exists;HutongGames.PlayMaker.Actions.FloatCompare;HutongGames.PlayMaker.Actions.FloatOperator;HutongGames.PlayMaker.Actions.GetComponent;HutongGames.PlayMaker.Actions.GetName;HutongGames.PlayMaker.Actions.LoadFloat;HutongGames.PlayMaker.Actions.SaveFloat;HutongGames.PlayMaker.Actions.SetFsmBool;HutongGames.PlayMaker.Actions.SetProperty"
"vehicle.satsuma.part.door-right",66117,112706,30067,"CARPARTS/PartsCar/door right(Clone)","Use","HutongGames.PlayMaker.Actions.AddComponent;HutongGames.PlayMaker.Actions.AddTorque;HutongGames.PlayMaker.Actions.BoolTest;HutongGames.PlayMaker.Actions.DestroyComponent;HutongGames.PlayMaker.Actions.FloatCompare;HutongGames.PlayMaker.Actions.GetMouseButtonDown;HutongGames.PlayMaker.Actions.GetMouseButtonUp;HutongGames.PlayMaker.Actions.GetRotation;HutongGames.PlayMaker.Actions.MousePickEvent;HutongGames.PlayMaker.Actions.SetBoolValue;HutongGames.PlayMaker.Actions.SetFsmBool;HutongGames.PlayMaker.Actions.SetHingeJointLimits;HutongGames.PlayMaker.Actions.SetProperty;HutongGames.PlayMaker.Actions.SetRotation;HutongGames.PlayMaker.Actions.Wait"
"vehicle.satsuma.part.door-right",66117,112707,30067,"CARPARTS/PartsCar/door right(Clone)","Save","HutongGames.PlayMaker.Actions.SetProperty;HutongGames.PlayMaker.Actions.Wait"
"vehicle.satsuma.part.door-right",66117,112708,30067,"CARPARTS/PartsCar/door right(Clone)","",""
"vehicle.satsuma.part.door-right",66117,113648,33281,"CARPARTS/PartsCar/door right(Clone)/Bolts/BoltPM","Screw","HutongGames.PlayMaker.Actions.AddFsmFloat;HutongGames.PlayMaker.Actions.ArrayListGet;HutongGames.PlayMaker.Actions.ArrayListSet;HutongGames.PlayMaker.Actions.ConvertStringToInt;HutongGames.PlayMaker.Actions.GetChild;HutongGames.PlayMaker.Actions.GetName;HutongGames.PlayMaker.Actions.GetStringRight;HutongGames.PlayMaker.Actions.IntAdd;HutongGames.PlayMaker.Actions.IntClamp;HutongGames.PlayMaker.Actions.IntCompare;HutongGames.PlayMaker.Actions.SetFsmInt;HutongGames.PlayMaker.Actions.SetPosition;HutongGames.PlayMaker.Actions.SetProperty;HutongGames.PlayMaker.Actions.SetRotation;HutongGames.PlayMaker.Actions.Wait"
