AssemblyComponentId,TriggerName,HandChild,InstalledTransformId,InstalledHierarchyPath,MarkerGameObjectId,MarkerTransformId,MarkerHierarchyPath,LocalPosition,LocalRotation,LocalScale,DonorSphereRadiusMeters,InferredWrenchMillimeters,DonorMaximumStage,TransferStatus
110639,"trigger_handbrake","handbrake(Clone)",65418,"SATSUMA(557kg, 248)/MiscParts/HandBrake/handbrake(xxxxx)",27083,63139,"SATSUMA(557kg, 248)/MiscParts/HandBrake/handbrake(xxxxx)/BoltPM","0.0245000981;-0.01749942;0.0510000251","-1.19209275E-07;1.62919859E-14;-2.0663208E-07;1","0.8000006;0.8000007;0.880000532",0.012,8,8,ConfigurationTransferred
110639,"trigger_handbrake","handbrake(Clone)",65418,"SATSUMA(557kg, 248)/MiscParts/HandBrake/handbrake(xxxxx)",29698,65746,"SATSUMA(557kg, 248)/MiscParts/HandBrake/handbrake(xxxxx)/BoltPM","-0.0254990738;0.08010058;0.0510000065","-1.19209275E-07;1.62919859E-14;-2.0663208E-07;1","0.8000006;0.8000007;0.880000532",0.012,8,8,ConfigurationTransferred
110639,"trigger_handbrake","handbrake(Clone)",65418,"SATSUMA(557kg, 248)/MiscParts/HandBrake/handbrake(xxxxx)",31971,68029,"SATSUMA(557kg, 248)/MiscParts/HandBrake/handbrake(xxxxx)/BoltPM","0.0245001633;0.08010055;0.05096001","-1.19209275E-07;1.62919876E-14;-2.0663208E-07;1","0.8000006;0.8000005;0.8800003",0.012,8,8,ConfigurationTransferred
110639,"trigger_handbrake","handbrake(Clone)",65418,"SATSUMA(557kg, 248)/MiscParts/HandBrake/handbrake(xxxxx)",32631,68693,"SATSUMA(557kg, 248)/MiscParts/HandBrake/handbrake(xxxxx)/BoltPM","-3.07465234E-05;-0.684509635;0.0609501936","1;-4.37113847E-08;1.62920671E-07;1.192093E-07","0.5;0.5;0.5",0.012,5,8,ConfigurationTransferred
104186,"trigger_marker_left","marker light left(Clone)",41074,"SATSUMA(557kg, 248)/MiscParts/marker light left(xxxxx)",32765,68828,"SATSUMA(557kg, 248)/MiscParts/marker light left(xxxxx)/BoltPM","2.39808173E-13;-0.0246002246;0.0324000046","1.18423676E-15;-1.62367176E-22;1.10115683E-21;1","0.6;0.6;0.6",0.02,6,8,ConfigurationTransferred
108895,"trigger_marker_right","marker light right(Clone)",44081,"SATSUMA(557kg, 248)/MiscParts/marker light right(xxxxx)",25893,61951,"SATSUMA(557kg, 248)/MiscParts/marker light right(xxxxx)/BoltPM","2.38031816E-13;-0.0246002246;0.0324000046","1.18423676E-15;1.55270419E-22;6.776406E-22;1","0.6;0.6;0.6",0.02,6,8,ConfigurationTransferred
111062,"trigger_n2o_holder","n2o bottle holder(Clone)",56240,"SATSUMA(557kg, 248)/Interior/n2o bottle holder(xxxxx)",27097,63153,"SATSUMA(557kg, 248)/Interior/n2o bottle holder(xxxxx)/Bolts/BoltPM","-8.26309133E-07;-0.0690017641;-0.0542051047","-0.430459142;-0.430459529;-0.560985863;0.5609853","0.700000048;0.7000001;0.7",0.02,7,8,ConfigurationTransferred
111062,"trigger_n2o_holder","n2o bottle holder(Clone)",56240,"SATSUMA(557kg, 248)/Interior/n2o bottle holder(xxxxx)",34049,70101,"SATSUMA(557kg, 248)/Interior/n2o bottle holder(xxxxx)/Bolts/BoltPM","-2.42243937E-06;-0.112199016;0.107009031","-0.430459142;-0.430459529;-0.560985863;0.5609853","0.700000048;0.7000001;0.7",0.02,7,8,ConfigurationTransferred
105206,"trigger_racing_harness","racing harness(Clone)",62140,"SATSUMA(557kg, 248)/Interior/racing harness(xxxxx)",311,36357,"SATSUMA(557kg, 248)/Interior/racing harness(xxxxx)/BoltPM","-0.061499726;-0.374599963;0.4504","0.2143077;2.29774373E-14;-4.76657542E-15;0.9767662","0.8;0.8;0.8",0.012,8,8,ConfigurationTransferred
105206,"trigger_racing_harness","racing harness(Clone)",62140,"SATSUMA(557kg, 248)/Interior/racing harness(xxxxx)",506,36556,"SATSUMA(557kg, 248)/Interior/racing harness(xxxxx)/BoltPM","0.241700053;-0.156999379;-0.223","0.7071066;4.550143E-07;0.707107067;-3.673269E-07","0.80000025;0.800000668;0.800000668",0.012,8,8,ConfigurationTransferred
105206,"trigger_racing_harness","racing harness(Clone)",62140,"SATSUMA(557kg, 248)/Interior/racing harness(xxxxx)",9150,45205,"SATSUMA(557kg, 248)/Interior/racing harness(xxxxx)/BoltPM","0.06229957;-0.374600023;0.4504","0.214307711;2.667584E-14;-5.97888031E-15;0.9767662","0.8;0.8;0.8",0.012,8,8,ConfigurationTransferred
105206,"trigger_racing_harness","racing harness(Clone)",62140,"SATSUMA(557kg, 248)/Interior/racing harness(xxxxx)",22999,59057,"SATSUMA(557kg, 248)/Interior/racing harness(xxxxx)/BoltPM","-0.239499092;-0.156699732;-0.222499982","-1.11346147E-07;-0.707106948;1.26729958E-07;0.7071066","0.800000131;0.8000003;0.8000005",0.012,8,8,ConfigurationTransferred
104174,"trigger_radiator","radiator(Clone)",41419,"SATSUMA(557kg, 248)/MiscParts/racing radiator(xxxxx)",11215,47265,"SATSUMA(557kg, 248)/MiscParts/racing radiator(xxxxx)/BoltPM","0.196099609;0.0349999;0.15401","0.7071068;-1.46110949E-07;-1.46110978E-07;0.7071067","0.7;0.699999869;0.49999994",0.012,7,8,ConfigurationTransferred
104174,"trigger_radiator","radiator(Clone)",71613,"SATSUMA(557kg, 248)/MiscParts/radiator(xxxxx)",15609,51669,"SATSUMA(557kg, 248)/MiscParts/radiator(xxxxx)/BoltPM","0.238535255;0.03492074;-0.0442785025","0.7071068;-1.46110963E-07;-1.46110992E-07;0.7071067","0.7;0.699999869;0.49999994",0.012,7,8,ConfigurationTransferred
104174,"trigger_radiator","radiator(Clone)",71613,"SATSUMA(557kg, 248)/MiscParts/radiator(xxxxx)",21962,58018,"SATSUMA(557kg, 248)/MiscParts/radiator(xxxxx)/BoltPM","-0.192175537;0.034921;0.116656385","0.70710665;2.36508167E-14;-1.31252288E-17;0.7071069","0.7;0.7;0.5",0.012,7,8,ConfigurationTransferred
104174,"trigger_radiator","radiator(Clone)",41419,"SATSUMA(557kg, 248)/MiscParts/racing radiator(xxxxx)",23775,59840,"SATSUMA(557kg, 248)/MiscParts/racing radiator(xxxxx)/BoltPM","0.1951898;0.0348997973;-0.12675","0.7071068;-1.46110949E-07;-1.46110978E-07;0.7071067","0.7;0.699999869;0.49999994",0.012,7,8,ConfigurationTransferred
104174,"trigger_radiator","radiator(Clone)",71613,"SATSUMA(557kg, 248)/MiscParts/radiator(xxxxx)",26866,62919,"SATSUMA(557kg, 248)/MiscParts/radiator(xxxxx)/BoltPM","-0.192175537;0.0349210277;-0.09732521","0.7071068;-1.46110963E-07;-1.46110992E-07;0.7071067","0.7;0.699999869;0.49999994",0.012,7,8,ConfigurationTransferred
104174,"trigger_radiator","radiator(Clone)",41419,"SATSUMA(557kg, 248)/MiscParts/racing radiator(xxxxx)",28090,64144,"SATSUMA(557kg, 248)/MiscParts/racing radiator(xxxxx)/BoltPM","-0.377001435;0.03490017;-0.1321","0.7071068;-1.46110949E-07;-1.46110978E-07;0.7071067","0.7;0.699999869;0.49999994",0.012,7,8,ConfigurationTransferred
104174,"trigger_radiator","radiator(Clone)",71613,"SATSUMA(557kg, 248)/MiscParts/radiator(xxxxx)",34901,70953,"SATSUMA(557kg, 248)/MiscParts/radiator(xxxxx)/BoltPM","0.238535255;0.034920726;0.06607366","0.7071068;-1.46110963E-07;-1.46110992E-07;0.7071067","0.7;0.699999869;0.49999994",0.012,7,8,ConfigurationTransferred
104174,"trigger_radiator","radiator(Clone)",41419,"SATSUMA(557kg, 248)/MiscParts/racing radiator(xxxxx)",36052,72097,"SATSUMA(557kg, 248)/MiscParts/racing radiator(xxxxx)/BoltPM","-0.3766009;0.03500027;0.1665","0.70710665;2.5158454E-14;-1.01338353E-14;0.7071069","0.7;0.6999999;0.5",0.012,7,8,ConfigurationTransferred
104356,"trigger_radiator_hose1","radiator hose1(Clone)",66320,"SATSUMA(557kg, 248)/MiscParts/radiator hose1(xxxxx)",4356,40414,"SATSUMA(557kg, 248)/MiscParts/radiator hose1(xxxxx)/BoltPM","0.05400876;0.155750364;0.06373999","7.76005265E-07;0.485572726;2.59292321E-08;0.8741963","0.65;0.65;0.65",0.012,6,8,ConfigurationTransferred
104356,"trigger_radiator_hose1","radiator hose1(Clone)",66320,"SATSUMA(557kg, 248)/MiscParts/radiator hose1(xxxxx)",16548,52612,"SATSUMA(557kg, 248)/MiscParts/radiator hose1(xxxxx)/BoltPM","-0.0266006961;-0.0536001325;-0.026","0.0246779565;0.7066761;-0.0246773921;0.706676","0.650000036;0.6500004;0.6500003",0.012,6,8,ConfigurationTransferred
111204,"trigger_radiator_hose3","radiator hose3(Clone)",64836,"SATSUMA(557kg, 248)/MiscParts/radiator hose3(xxxxx)",3667,39723,"SATSUMA(557kg, 248)/MiscParts/radiator hose3(xxxxx)/BoltPM","-0.0007502698;0.347370267;0.04242","-2.69280378E-07;-0.491979748;-9.92508E-08;0.870606661","0.6499999;0.650000334;0.6500002",0.012,6,8,ConfigurationTransferred
111204,"trigger_radiator_hose3","radiator hose3(Clone)",64836,"SATSUMA(557kg, 248)/MiscParts/radiator hose3(xxxxx)",32903,68964,"SATSUMA(557kg, 248)/MiscParts/radiator hose3(xxxxx)/BoltPM","-0.0360098332;-0.14041023;0.04106","-0.478132039;0.5209504;0.4781328;0.5209506","0.650000751;0.6500009;0.650000632",0.012,7,8,ConfigurationTransferred
107329,"trigger_shock_fl","strut fl(Clone)",49879,"SATSUMA(557kg, 248)/Chassis/FL/strut fl(xxxxx)",11766,47815,"SATSUMA(557kg, 248)/Chassis/FL/strut fl(xxxxx)/BoltPM","0.0449103341;0.0150122568;0.000426918676","-0.751106858;0.07364962;-6.89910962E-07;0.656059563","0.99999994;1.00000012;1.00000024",0.012,10,8,ConfigurationTransferred
107329,"trigger_shock_fl","strut fl(Clone)",49879,"SATSUMA(557kg, 248)/Chassis/FL/strut fl(xxxxx)",17717,53776,"SATSUMA(557kg, 248)/Chassis/FL/strut fl(xxxxx)/BoltPM","-0.0186135136;0.0186603349;-0.03629958","-0.751106858;0.07364962;-6.89910962E-07;0.656059563","0.99999994;1.00000012;1.00000024",0.012,10,8,ConfigurationTransferred
107329,"trigger_shock_fl","strut fl(Clone)",49879,"SATSUMA(557kg, 248)/Chassis/FL/strut fl(xxxxx)",25111,61168,"SATSUMA(557kg, 248)/Chassis/FL/strut fl(xxxxx)/BoltPM","-0.0192246847;0.0237935819;0.0359061","-0.751106858;0.07364962;-6.89910962E-07;0.656059563","0.99999994;1.00000012;1.00000024",0.012,10,8,ConfigurationTransferred
